mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	4/4	2	1	1/8			1/8	1		4	64	E4	4	20
1	1	0	0.5	0	0	4/4	2	1	1/8			1/8	1		5	71	B4	4	20
1	1	0	0.25	0	0	4/4	1	1	1/16			1/16	1		9	75	D#5	5	0
1	1	1/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1
1	1	1/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		8	68	G#4	4	21
1	1	1/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		4	76	E5	5	21
1	1	1/2	0.25	1/8	1/8	4/4	1	1	1/16			1/16	1		9	87	D#6	6	2
1	1	3/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		6	90	F#6	6	3
1	1	1	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		4	76	E5	5	22
1	1	1	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		5	83	B5	5	22
1	1	1	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1		9	87	D#6	6	4
1	1	5/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	5
1	1	3/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	23
1	1	3/2	0.125	3/8	3/8	4/4	1	1	1/32			1/32	1		7	73	C#5	5	6
1	1	3/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		4	76	E5	5	23
1	1	13/8	0.125	13/32	13/32	4/4	1	1	1/32			1/32	1		8	80	G#5	5	7
1	1	7/4	0.125	7/16	7/16	4/4	1	1	1/32			1/32	1		7	85	C#6	6	8
1	1	15/8	0.125	15/32	15/32	4/4	1	1	1/32			1/32	1		4	88	E6	6	9
1	1	2	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		4	64	E4	4	24
1	1	2	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		5	71	B4	4	24
1	1	2	0.25	1/2	1/2	4/4	1	1	1/16			1/16	1		9	75	D#5	5	10
1	1	9/4	0.25	9/16	9/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	11
1	1	5/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		8	68	G#4	4	25
1	1	5/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		4	76	E5	5	25
1	1	5/2	0.25	5/8	5/8	4/4	1	1	1/16			1/16	1		9	87	D#6	6	12
1	1	11/4	0.25	11/16	11/16	4/4	1	1	1/16			1/16	1		6	90	F#6	6	13
1	1	3	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		4	76	E5	5	26
1	1	3	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		5	83	B5	5	26
1	1	3	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1		9	87	D#6	6	14
1	1	13/4	0.25	13/16	13/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	15
1	1	7/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	27
1	1	7/2	0.125	7/8	7/8	4/4	1	1	1/32			1/32	1		7	73	C#5	5	16
1	1	7/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		4	76	E5	5	27
1	1	29/8	0.125	29/32	29/32	4/4	1	1	1/32			1/32	1		8	80	G#5	5	17
1	1	15/4	0.125	15/16	15/16	4/4	1	1	1/32			1/32	1		7	85	C#6	6	18
1	1	31/8	0.125	31/32	31/32	4/4	1	1	1/32			1/32	1		4	88	E6	6	19
2	2	4	0.5	0	0	2/4	2	1	1/8			1/8	1		4	64	E4	4	36
2	2	4	0.5	0	0	2/4	2	1	1/8			1/8	1		5	71	B4	4	36
2	2	4	0.25	0	0	2/4	1	1	1/16			1/16	1		9	75	D#5	5	28
2	2	17/4	0.25	1/16	1/16	2/4	1	1	1/16			1/16	1		8	80	G#5	5	29
2	2	9/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		8	68	G#4	4	37
2	2	9/2	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		4	76	E5	5	37
2	2	9/2	0.25	1/8	1/8	2/4	1	1	1/16			1/16	1		9	87	D#6	6	30
2	2	19/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		6	90	F#6	6	31
2	2	5	0.25	1/4	1/4	2/4	1	1	1/16			1/16	1		8	68	G#4	4	32
2	2	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		5	71	B4	4	38
2	2	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		4	76	E5	5	38
2	2	21/4	0.25	5/16	5/16	2/4	1	1	1/16			1/16	1		9	75	D#5	5	33
2	2	11/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		4	76	E5	5	39
2	2	11/2	0.25	3/8	3/8	2/4	1	1	1/16			1/16	1		8	80	G#5	5	34
2	2	11/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		5	83	B5	5	39
2	2	23/4	0.25	7/16	7/16	2/4	1	1	1/16			1/16	1		5	83	B5	5	35
3	3	6	0.25	0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	40
3	3	6	0.5	0	0	4/4	2	1	1/8			1/8	1		3	69	A4	4	60
3	3	6	0.5	0	0	4/4	2	1	1/8			1/8	1		4	76	E5	5	60
3	3	25/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	41
3	3	13/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		7	73	C#5	5	61
3	3	13/2	0.25	1/8	1/8	4/4	1	1	1/16			1/16	1		8	80	G#5	5	42
3	3	13/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		3	81	A5	5	61
3	3	27/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		7	85	C#6	6	43
3	3	7	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1		8	80	G#5	5	44
3	3	7	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		3	81	A5	5	62
3	3	7	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		4	88	E6	6	62
3	3	29/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	45
3	3	15/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	63
3	3	15/2	0.125	3/8	3/8	4/4	1	1	1/32			1/32	1		6	66	F#4	4	46
3	3	15/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	63
3	3	15/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		12	72	B#4	4	63
3	3	61/8	0.125	13/32	13/32	4/4	1	1	1/32			1/32	1		12	72	B#4	4	47
3	3	31/4	0.125	7/16	7/16	4/4	1	1	1/32			1/32	1		4	76	E5	5	48
3	3	63/8	0.125	15/32	15/32	4/4	1	1	1/32			1/32	1		8	80	G#5	5	49
3	3	8	0.25	1/2	1/2	4/4	1	1	1/16			1/16	1		8	68	G#4	4	50
3	3	8	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		3	69	A4	4	64
3	3	8	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		4	76	E5	5	64
3	3	33/4	0.25	9/16	9/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	51
3	3	17/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		7	73	C#5	5	65
3	3	17/2	0.25	5/8	5/8	4/4	1	1	1/16			1/16	1		8	80	G#5	5	52
3	3	17/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		3	81	A5	5	65
3	3	35/4	0.25	11/16	11/16	4/4	1	1	1/16			1/16	1		7	85	C#6	6	53
3	3	9	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1		8	80	G#5	5	54
3	3	9	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		3	81	A5	5	66
3	3	9	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		4	88	E6	6	66
3	3	37/4	0.25	13/16	13/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	55
3	3	19/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	67
3	3	19/2	0.125	7/8	7/8	4/4	1	1	1/32			1/32	1		6	66	F#4	4	56
3	3	19/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	67
3	3	19/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		12	72	B#4	4	67
3	3	77/8	0.125	29/32	29/32	4/4	1	1	1/32			1/32	1		12	72	B#4	4	57
3	3	39/4	0.125	15/16	15/16	4/4	1	1	1/32			1/32	1		4	76	E5	5	58
3	3	79/8	0.125	31/32	31/32	4/4	1	1	1/32			1/32	1		8	80	G#5	5	59
4	4	10	0.25	0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	68
4	4	10	0.5	0	0	4/4	2	1	1/8			1/8	1		3	69	A4	4	92
4	4	10	0.5	0	0	4/4	2	1	1/8			1/8	1		4	76	E5	5	92
4	4	41/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	69
4	4	21/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		7	73	C#5	5	93
4	4	21/2	0.25	1/8	1/8	4/4	1	1	1/16			1/16	1		8	80	G#5	5	70
4	4	21/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		3	81	A5	5	93
4	4	43/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		7	85	C#6	6	71
4	4	11	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1		6	66	F#4	4	72
4	4	11	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		6	66	F#4	4	94
4	4	11	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	94
4	4	45/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		0	72	C5	5	73
4	4	23/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	95
4	4	23/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	95
4	4	23/2	0.25	3/8	3/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	74
4	4	47/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	75
4	4	12	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	96
4	4	12	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		8	68	G#4	4	96
4	4	12	0.125	1/2	1/2	4/4	1	1	1/32			1/32	1		2	74	D5	5	76
4	4	97/8	0.125	17/32	17/32	4/4	1	1	1/32			1/32	1		8	80	G#5	5	77
4	4	49/4	0.125	9/16	9/16	4/4	1	1	1/32			1/32	1		0	84	C6	6	78
4	4	99/8	0.125	19/32	19/32	4/4	1	1	1/32			1/32	1		4	88	E6	6	79
4	4	25/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		1	55	G3	3	97
4	4	25/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		11	65	E#4	4	97
4	4	25/2	0.125	5/8	5/8	4/4	1	1	1/32			1/32	1		7	85	C#6	6	80
4	4	101/8	0.125	21/32	21/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	81
4	4	51/4	0.125	11/16	11/16	4/4	1	1	1/32			1/32	1		11	77	E#5	5	82
4	4	103/8	0.125	23/32	23/32	4/4	1	1	1/32			1/32	1		5	71	B4	4	83
4	4	13	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		4	52	E3	3	98
4	4	13	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	98
4	4	13	0.125	3/4	3/4	4/4	1	1	1/32			1/32	1		8	68	G#4	4	84
4	4	105/8	0.125	25/32	25/32	4/4	1	1	1/32			1/32	1		2	74	D5	5	85
4	4	53/4	0.125	13/16	13/16	4/4	1	1	1/32			1/32	1		6	78	F#5	5	86
4	4	107/8	0.125	27/32	27/32	4/4	1	1	1/32			1/32	1		10	82	A#5	5	87
4	4	27/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		7	49	C#3	3	99
4	4	27/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		5	59	B3	3	99
4	4	27/2	0.125	7/8	7/8	4/4	1	1	1/32			1/32	1		1	79	G5	5	88
4	4	109/8	0.125	29/32	29/32	4/4	1	1	1/32			1/32	1		2	74	D5	5	89
4	4	55/4	0.125	15/16	15/16	4/4	1	1	1/32			1/32	1		5	71	B4	4	90
