mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5	0	0	6/8	2	1	1/8			1/8	1		2	62	D4	4	3
1	1	1/2	1/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	0
1	1	1/2	1/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	0
1	1	1/2	1/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	0
1	1	1	1	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		2	62	D4	4	4
1	1	3/2	3/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	1
1	1	3/2	3/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	1
1	1	3/2	3/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	1
1	1	2	2	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		2	62	D4	4	5
1	1	5/2	5/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		-1	65	F4	4	6
1	1	5/2	5/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	2
1	1	5/2	5/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	2
1	1	5/2	5/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		-1	77	F5	5	2
2	2	3	3	0.5	0	0	6/8	2	1	1/8			1/8	1		2	62	D4	4	10
2	2	7/2	7/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	7
2	2	7/2	7/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	7
2	2	7/2	7/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	7
2	2	4	4	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		2	62	D4	4	11
2	2	9/2	9/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	12
2	2	5	5	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		0	60	C4	4	13
2	2	5	5	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		7	61	C#4	4	8
2	2	5	5	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	8
2	2	5	5	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		0	72	C5	5	8
2	2	11/2	11/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		1	55	G3	3	14
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		8	56	G#3	3	9
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		5	59	B3	3	9
2	2	11/2	11/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		1	67	G4	4	9
3	3	6	6	0.5	0	0	6/8	2	1	1/8			1/8	1		2	62	D4	4	18
3	3	13/2	13/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	15
3	3	13/2	13/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	15
3	3	13/2	13/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	15
3	3	7	7	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		2	62	D4	4	19
3	3	15/2	15/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	16
3	3	15/2	15/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	16
3	3	15/2	15/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	16
3	3	8	8	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		2	62	D4	4	20
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		-1	65	F4	4	21
3	3	17/2	17/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	17
3	3	17/2	17/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		3	69	A4	4	17
3	3	17/2	17/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		-1	77	F5	5	17
4	4	9	9	0.5	0	0	6/8	2	1	1/8			1/8	1		2	62	D4	4	25
4	4	19/2	19/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	22
4	4	19/2	19/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	22
4	4	19/2	19/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	22
4	4	10	10	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		2	62	D4	4	26
4	4	21/2	21/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	27
4	4	11	11	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		0	60	C4	4	28
4	4	11	11	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		7	61	C#4	4	23
4	4	11	11	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	23
4	4	11	11	0.5	1/2	1/2	6/8	1	1	1/8			1/8	1		0	72	C5	5	23
4	4	23/2	23/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		1	55	G3	3	29
4	4	23/2	23/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		8	56	G#3	3	24
4	4	23/2	23/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		5	59	B3	3	24
4	4	23/2	23/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		1	67	G4	4	24
5	5	12	12	0.5	0	0	6/8	2	1	1/8			1/8	1		2	62	D4	4	33
5	5	25/2	25/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	30
5	5	25/2	25/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	30
5	5	25/2	25/2	0.5	1/8	1/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	30
5	5	13	13	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		2	62	D4	4	34
5	5	27/2	27/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	31
5	5	27/2	27/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	31
5	5	27/2	27/2	0.5	3/8	3/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	31
5	5	14	14	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		2	62	D4	4	35
5	5	29/2	29/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		-3	63	Eb4	4	32
5	5	29/2	29/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	32
5	5	29/2	29/2	0.5	5/8	5/8	6/8	1	1	1/8			1/8	1		2	74	D5	5	32
6	6	15	15	0.5	0	0	6/8	2	1	1/8			1/8	1		3	69	A4	4	36
6	6	31/2	31/2	0.16666666666666666	1/8	1/8	6/8	2	1	1/24			1/16	2/3		1	67	G4	4	37
6	6	31/2	31/2	0.16666666666666666	1/8	1/8	6/8	2	1	1/24			1/16	2/3		3	69	A4	4	37
6	6	47/3	47/3	0.16666666666666666	1/6	1/6	6/8	2	1	1/24			1/16	2/3		7	73	C#5	5	38
6	6	47/3	47/3	0.16666666666666666	1/6	1/6	6/8	2	1	1/24			1/16	2/3		-3	75	Eb5	5	38
6	6	47/3	47/3	0.16666666666666666	1/6	1/6	6/8	2	1	1/24			1/16	2/3		3	81	A5	5	38
6	6	95/6	95/6	0.16666666666666666	5/24	5/24	6/8	2	1	1/24			1/16	2/3		1	67	G4	4	39
6	6	95/6	95/6	0.16666666666666666	5/24	5/24	6/8	2	1	1/24			1/16	2/3		3	69	A4	4	39
6	6	16	16	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		-1	65	F4	4	40
6	6	33/2	33/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		-3	63	Eb4	4	41
6	6	17	17	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		2	62	D4	4	42
6	6	17	17	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		6	66	F#4	4	42
6	6	17	17	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		-4	68	Ab4	4	42
6	6	17	17	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		-3	75	Eb5	5	42
6	6	35/2	35/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		0	60	C4	4	43
7	7	18	18	0.5	0	0	6/8	2	1	1/8			1/8	1		2	38	D2	2	44
7	7	18	18	0.5	0	0	6/8	2	1	1/8			1/8	1		3	45	A2	2	44
7	7	37/2	37/2	0.5	1/8	1/8	6/8	2	1	1/8			1/8	1		2	50	D3	3	45
7	7	37/2	37/2	0.5	1/8	1/8	6/8	2	1	1/8			1/8	1		3	57	A3	3	45
7	7	19	19	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		2	50	D3	3	46
7	7	19	19	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		3	57	A3	3	46
7	7	39/2	39/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		2	62	D4	4	47
7	7	39/2	39/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		3	69	A4	4	47
7	7	20	20	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		2	62	D4	4	48
7	7	20	20	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		3	69	A4	4	48
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		3	69	A4	4	49
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		2	74	D5	5	49
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		3	81	A5	5	49
8	8	21	21	0.5	0	0	6/8	2	1	1/8			1/8	1		3	69	A4	4	50
8	8	43/2	43/2	0.16666666666666666	1/8	1/8	6/8	2	1	1/24			1/16	2/3		1	67	G4	4	51
8	8	43/2	43/2	0.16666666666666666	1/8	1/8	6/8	2	1	1/24			1/16	2/3		3	69	A4	4	51
8	8	65/3	65/3	0.16666666666666666	1/6	1/6	6/8	2	1	1/24			1/16	2/3		7	73	C#5	5	52
8	8	65/3	65/3	0.16666666666666666	1/6	1/6	6/8	2	1	1/24			1/16	2/3		-3	75	Eb5	5	52
8	8	65/3	65/3	0.16666666666666666	1/6	1/6	6/8	2	1	1/24			1/16	2/3		3	81	A5	5	52
8	8	131/6	131/6	0.16666666666666666	5/24	5/24	6/8	2	1	1/24			1/16	2/3		1	67	G4	4	53
8	8	131/6	131/6	0.16666666666666666	5/24	5/24	6/8	2	1	1/24			1/16	2/3		3	69	A4	4	53
8	8	22	22	0.5	1/4	1/4	6/8	2	1	1/8			1/8	1		-1	65	F4	4	54
8	8	45/2	45/2	0.5	3/8	3/8	6/8	2	1	1/8			1/8	1		-3	63	Eb4	4	55
8	8	23	23	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		2	62	D4	4	56
8	8	23	23	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		6	66	F#4	4	56
8	8	23	23	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		-4	68	Ab4	4	56
8	8	23	23	0.5	1/2	1/2	6/8	2	1	1/8			1/8	1		-3	75	Eb5	5	56
8	8	47/2	47/2	0.5	5/8	5/8	6/8	2	1	1/8			1/8	1		0	60	C4	4	57
9	9	24	24	0.5	0	0	6/8	2	1	1/8			1/8	1		2	38	D2	2	58
9	9	24	24	0.5	0	0	6/8	2	1	1/8			1/8	1		3	45	A2	2	58
