quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2215/8	0.125	113	113	23/32	23/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3100
277	1.0	113	113	3/4	3/4	4/4	2	2	1/4			1/4	1		-2	58	Bb3	3	3116
277	0.1111111111111111	113	113	3/4	3/4	4/4	1	1	1/36			1/32	8/9		0	72	C5	5	3101
277	0.1111111111111111	113	113	3/4	3/4	4/4	1	1	1/36			1/32	8/9		4	76	E5	5	3101
277	0.1111111111111111	113	113	3/4	3/4	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3101
2494/9	0.1111111111111111	113	113	7/9	7/9	4/4	1	1	1/36			1/32	8/9		3	69	A4	4	3102
2495/9	0.1111111111111111	113	113	29/36	29/36	4/4	1	1	1/36			1/32	8/9		1	67	G4	4	3103
832/3	0.1111111111111111	113	113	5/6	5/6	4/4	1	1	1/36			1/32	8/9		3	69	A4	4	3104
2497/9	0.1111111111111111	113	113	31/36	31/36	4/4	1	1	1/36			1/32	8/9		0	72	C5	5	3105
2497/9	0.1111111111111111	113	113	31/36	31/36	4/4	1	1	1/36			1/32	8/9		4	76	E5	5	3105
2497/9	0.1111111111111111	113	113	31/36	31/36	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3105
555/2	0.5	113	113	7/8	7/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	3114
555/2	0.5	113	113	7/8	7/8	4/4	2	1	1/8			1/8	1		1	67	G4	4	3114
555/2	0.5	113	113	7/8	7/8	4/4	2	1	1/8			1/8	1		0	72	C5	5	3114
2498/9	0.1111111111111111	113	113	8/9	8/9	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3106
833/3	0.1111111111111111	113	113	11/12	11/12	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3107
2500/9	0.1111111111111111	113	113	17/18	17/18	4/4	1	1	1/36			1/32	8/9		0	84	C6	6	3108
2500/9	0.1111111111111111	113	113	17/18	17/18	4/4	1	1	1/36			1/32	8/9		4	88	E6	6	3108
2500/9	0.1111111111111111	113	113	17/18	17/18	4/4	1	1	1/36			1/32	8/9		3	93	A6	6	3108
2501/9	0.1111111111111111	113	113	35/36	35/36	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3109
278	1.5	114	114	0	0	4/4	2	2	3/8			1/4	3/2		1	55	G3	3	3155
278	1.5	114	114	0	0	4/4	2	2	3/8			1/4	3/2		-5	61	Db4	4	3155
278	0.125	114	114	0	0	4/4	1	1	1/32			1/32	1		-5	73	Db5	5	3117
278	0.125	114	114	0	0	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3117
278	0.125	114	114	0	0	4/4	1	1	1/32			1/32	1		3	81	A5	5	3117
2225/8	0.125	114	114	1/32	1/32	4/4	1	1	1/32			1/32	1		3	69	A4	4	3118
1113/4	0.125	114	114	1/16	1/16	4/4	1	1	1/32			1/32	1		1	67	G4	4	3119
2227/8	0.125	114	114	3/32	3/32	4/4	1	1	1/32			1/32	1		3	69	A4	4	3120
557/2	0.5	114	114	1/8	1/8	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	3150
557/2	0.5	114	114	1/8	1/8	4/4	2	1	1/8			1/8	1		-2	70	Bb4	4	3150
557/2	0.125	114	114	1/8	1/8	4/4	1	1	1/32			1/32	1		-5	73	Db5	5	3121
557/2	0.5	114	114	1/8	1/8	4/4	2	1	1/8			1/8	1		-5	73	Db5	5	3150
557/2	0.125	114	114	1/8	1/8	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3121
557/2	0.5	114	114	1/8	1/8	4/4	2	1	1/8			1/8	1		-3	75	Eb5	5	3150
557/2	0.125	114	114	1/8	1/8	4/4	1	1	1/32			1/32	1		3	81	A5	5	3121
2229/8	0.125	114	114	5/32	5/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3122
1115/4	0.125	114	114	3/16	3/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3123
1115/4	0.125	114	114	3/16	3/16	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3123
1115/4	0.125	114	114	3/16	3/16	4/4	1	1	1/32			1/32	1		3	93	A6	6	3123
2231/8	0.125	114	114	7/32	7/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3124
279	1.0	114	114	1/4	1/4	4/4	2	1	1/4			1/4	1		3	69	A4	4	3151
279	1.0	114	114	1/4	1/4	4/4	2	1	1/4			1/4	1		-2	70	Bb4	4	3151
279	0.125	114	114	1/4	1/4	4/4	1	1	1/32			1/32	1		-5	73	Db5	5	3125
279	1.0	114	114	1/4	1/4	4/4	2	1	1/4			1/4	1		-5	73	Db5	5	3151
279	0.125	114	114	1/4	1/4	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3125
279	1.0	114	114	1/4	1/4	4/4	2	1	1/4			1/4	1		-3	75	Eb5	5	3151
279	0.125	114	114	1/4	1/4	4/4	1	1	1/32			1/32	1		3	81	A5	5	3125
279	1.0	114	114	1/4	1/4	4/4	2	1	1/4			1/4	1		3	81	A5	5	3151
2233/8	0.125	114	114	9/32	9/32	4/4	1	1	1/32			1/32	1		3	69	A4	4	3126
1117/4	0.125	114	114	5/16	5/16	4/4	1	1	1/32			1/32	1		1	67	G4	4	3127
2235/8	0.125	114	114	11/32	11/32	4/4	1	1	1/32			1/32	1		3	69	A4	4	3128
559/2	1.5	114	114	3/8	3/8	4/4	2	2	3/8			1/4	3/2		-2	46	Bb2	2	3156
559/2	1.5	114	114	3/8	3/8	4/4	2	2	3/8			1/4	3/2		-3	51	Eb3	3	3156
559/2	1.5	114	114	3/8	3/8	4/4	2	2	3/8			1/4	3/2		-2	58	Bb3	3	3156
559/2	0.125	114	114	3/8	3/8	4/4	1	1	1/32			1/32	1		-5	73	Db5	5	3129
559/2	0.125	114	114	3/8	3/8	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3129
559/2	0.125	114	114	3/8	3/8	4/4	1	1	1/32			1/32	1		3	81	A5	5	3129
2237/8	0.125	114	114	13/32	13/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3130
1119/4	0.125	114	114	7/16	7/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3131
1119/4	0.125	114	114	7/16	7/16	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3131
1119/4	0.125	114	114	7/16	7/16	4/4	1	1	1/32			1/32	1		3	93	A6	6	3131
2239/8	0.125	114	114	15/32	15/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3132
280	0.5	114	114	1/2	1/2	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	3152
280	0.5	114	114	1/2	1/2	4/4	2	1	1/8			1/8	1		-2	70	Bb4	4	3152
280	0.125	114	114	1/2	1/2	4/4	1	1	1/32			1/32	1		-5	73	Db5	5	3133
280	0.5	114	114	1/2	1/2	4/4	2	1	1/8			1/8	1		-5	73	Db5	5	3152
280	0.125	114	114	1/2	1/2	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3133
280	0.5	114	114	1/2	1/2	4/4	2	1	1/8			1/8	1		-3	75	Eb5	5	3152
280	0.125	114	114	1/2	1/2	4/4	1	1	1/32			1/32	1		3	81	A5	5	3133
2241/8	0.125	114	114	17/32	17/32	4/4	1	1	1/32			1/32	1		3	69	A4	4	3134
1121/4	0.125	114	114	9/16	9/16	4/4	1	1	1/32			1/32	1		1	67	G4	4	3135
2243/8	0.125	114	114	19/32	19/32	4/4	1	1	1/32			1/32	1		3	69	A4	4	3136
561/2	1.0	114	114	5/8	5/8	4/4	2	1	1/4			1/4	1		3	69	A4	4	3153
561/2	1.0	114	114	5/8	5/8	4/4	2	1	1/4			1/4	1		-2	70	Bb4	4	3153
561/2	0.125	114	114	5/8	5/8	4/4	1	1	1/32			1/32	1		-5	73	Db5	5	3137
561/2	1.0	114	114	5/8	5/8	4/4	2	1	1/4			1/4	1		-5	73	Db5	5	3153
561/2	0.125	114	114	5/8	5/8	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3137
561/2	1.0	114	114	5/8	5/8	4/4	2	1	1/4			1/4	1		-3	75	Eb5	5	3153
561/2	0.125	114	114	5/8	5/8	4/4	1	1	1/32			1/32	1		3	81	A5	5	3137
561/2	1.0	114	114	5/8	5/8	4/4	2	1	1/4			1/4	1		3	81	A5	5	3153
2245/8	0.125	114	114	21/32	21/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3138
1123/4	0.125	114	114	11/16	11/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3139
1123/4	0.125	114	114	11/16	11/16	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3139
1123/4	0.125	114	114	11/16	11/16	4/4	1	1	1/32			1/32	1		3	93	A6	6	3139
2247/8	0.125	114	114	23/32	23/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3140
281	1.0	114	114	3/4	3/4	4/4	2	2	1/4			1/4	1		1	43	G2	2	3157
281	1.0	114	114	3/4	3/4	4/4	2	2	1/4			1/4	1		-5	49	Db3	3	3157
281	1.0	114	114	3/4	3/4	4/4	2	2	1/4			1/4	1		1	55	G3	3	3157
281	0.1111111111111111	114	114	3/4	3/4	4/4	1	1	1/36			1/32	8/9		0	72	C5	5	3141
281	0.1111111111111111	114	114	3/4	3/4	4/4	1	1	1/36			1/32	8/9		4	76	E5	5	3141
281	0.1111111111111111	114	114	3/4	3/4	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3141
2530/9	0.1111111111111111	114	114	7/9	7/9	4/4	1	1	1/36			1/32	8/9		3	69	A4	4	3142
2531/9	0.1111111111111111	114	114	29/36	29/36	4/4	1	1	1/36			1/32	8/9		1	67	G4	4	3143
844/3	0.1111111111111111	114	114	5/6	5/6	4/4	1	1	1/36			1/32	8/9		3	69	A4	4	3144
2533/9	0.1111111111111111	114	114	31/36	31/36	4/4	1	1	1/36			1/32	8/9		0	72	C5	5	3145
2533/9	0.1111111111111111	114	114	31/36	31/36	4/4	1	1	1/36			1/32	8/9		4	76	E5	5	3145
2533/9	0.1111111111111111	114	114	31/36	31/36	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3145
563/2	0.5	114	114	7/8	7/8	4/4	2	1	1/8			1/8	1		-3	63	Eb4	4	3154
563/2	0.5	114	114	7/8	7/8	4/4	2	1	1/8			1/8	1		-2	70	Bb4	4	3154
563/2	0.5	114	114	7/8	7/8	4/4	2	1	1/8			1/8	1		-5	73	Db5	5	3154
563/2	0.5	114	114	7/8	7/8	4/4	2	1	1/8			1/8	1		-3	75	Eb5	5	3154
2534/9	0.1111111111111111	114	114	8/9	8/9	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3146
845/3	0.1111111111111111	114	114	11/12	11/12	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3147
2536/9	0.1111111111111111	114	114	17/18	17/18	4/4	1	1	1/36			1/32	8/9		7	85	C#6	6	3148
2536/9	0.1111111111111111	114	114	17/18	17/18	4/4	1	1	1/36			1/32	8/9		-3	87	Eb6	6	3148
2536/9	0.1111111111111111	114	114	17/18	17/18	4/4	1	1	1/36			1/32	8/9		3	93	A6	6	3148
2537/9	0.1111111111111111	114	114	35/36	35/36	4/4	1	1	1/36			1/32	8/9		3	81	A5	5	3149
282	0.07142857142857142	115	115	0	0	4/4	2	1	1/56			1/32	4/7		-2	34	Bb1	1	3202
282	0.05263157894736842	115	115	0	0	4/4	1	1	1/76			1/32	8/19		3	93	A6	6	3158
5359/19	0.05263157894736842	115	115	1/76	1/76	4/4	1	1	1/76			1/32	8/19		-3	87	Eb6	6	3159
3949/14	0.07142857142857142	115	115	1/56	1/56	4/4	2	1	1/56			1/32	4/7		-3	39	Eb2	2	3203
5360/19	0.05263157894736842	115	115	1/38	1/38	4/4	1	1	1/76			1/32	8/19		-5	85	Db6	6	3160
1975/7	0.07142857142857142	115	115	1/28	1/28	4/4	2	1	1/56			1/32	4/7		1	43	G2	2	3204
5361/19	0.05263157894736842	115	115	3/76	3/76	4/4	1	1	1/76			1/32	8/19		3	81	A5	5	3161
5362/19	0.05263157894736842	115	115	1/19	1/19	4/4	1	1	1/76			1/32	8/19		3	81	A5	5	3162
3951/14	0.07142857142857142	115	115	3/56	3/56	4/4	2	1	1/56			1/32	4/7		-5	49	Db3	3	3205
5363/19	0.05263157894736842	115	115	5/76	5/76	4/4	1	1	1/76			1/32	8/19		-3	75	Eb5	5	3163
1976/7	0.07142857142857142	115	115	1/14	1/14	4/4	2	1	1/56			1/32	4/7		-3	51	Eb3	3	3206
5364/19	0.05263157894736842	115	115	3/38	3/38	4/4	1	1	1/76			1/32	8/19		-5	73	Db5	5	3164
3953/14	0.07142857142857142	115	115	5/56	5/56	4/4	2	1	1/56			1/32	4/7		1	55	G3	3	3207
5365/19	0.05263157894736842	115	115	7/76	7/76	4/4	1	1	1/76			1/32	8/19		3	69	A4	4	3165
5365/19	0.42105263157894735	115	115	7/76	7/76	4/4	1	2	2/19			1/4	8/19		3	69	A4	4	3201
5366/19	0.05263157894736842	115	115	2/19	2/19	4/4	1	1	1/76			1/32	8/19		-5	73	Db5	5	3166
1977/7	0.07142857142857142	115	115	3/28	3/28	4/4	2	1	1/56			1/32	4/7		-5	61	Db4	4	3208
5367/19	0.05263157894736842	115	115	9/76	9/76	4/4	1	1	1/76			1/32	8/19		-3	75	Eb5	5	3167
565/2	0.1	115	115	1/8	1/8	4/4	2	1	1/40			1/32	4/5		1	55	G3	3	3209
5368/19	0.05263157894736842	115	115	5/38	5/38	4/4	1	1	1/76			1/32	8/19		3	81	A5	5	3168
5369/19	0.05263157894736842	115	115	11/76	11/76	4/4	1	1	1/76			1/32	8/19		3	81	A5	5	3169
1413/5	0.1	115	115	3/20	3/20	4/4	2	1	1/40			1/32	4/5		-3	51	Eb3	3	3210
5370/19	0.05263157894736842	115	115	3/19	3/19	4/4	1	1	1/76			1/32	8/19		-5	85	Db6	6	3170
5371/19	0.05263157894736842	115	115	13/76	13/76	4/4	1	1	1/76			1/32	8/19		-3	87	Eb6	6	3171
2827/10	0.1	115	115	7/40	7/40	4/4	2	1	1/40			1/32	4/5		-5	49	Db3	3	3211
5372/19	0.05263157894736842	115	115	7/38	7/38	4/4	1	1	1/76			1/32	8/19		3	93	A6	6	3172
5373/19	0.05263157894736842	115	115	15/76	15/76	4/4	1	1	1/76			1/32	8/19		3	81	A5	5	3173
1414/5	0.1	115	115	1/5	1/5	4/4	2	1	1/40			1/32	4/5		1	43	G2	2	3212
5374/19	0.05263157894736842	115	115	4/19	4/19	4/4	1	1	1/76			1/32	8/19		-5	85	Db6	6	3174
5375/19	0.05263157894736842	115	115	17/76	17/76	4/4	1	1	1/76			1/32	8/19		-3	87	Eb6	6	3175
2829/10	0.1	115	115	9/40	9/40	4/4	2	1	1/40			1/32	4/5		-3	39	Eb2	2	3213
5376/19	0.05263157894736842	115	115	9/38	9/38	4/4	1	1	1/76			1/32	8/19		3	93	A6	6	3176
283	0.16666666666666666	115	115	1/4	1/4	4/4	2	1	1/24			1/16	2/3		-2	34	Bb1	1	3214
283	0.125	115	115	1/4	1/4	4/4	1	1	1/32			1/32	1		3	93	A6	6	3177
2265/8	0.125	115	115	9/32	9/32	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3178
1699/6	0.16666666666666666	115	115	7/24	7/24	4/4	2	1	1/24			1/16	2/3		-3	39	Eb2	2	3215
1133/4	0.125	115	115	5/16	5/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3179
850/3	0.16666666666666666	115	115	1/3	1/3	4/4	2	1	1/24			1/16	2/3		1	43	G2	2	3216
2267/8	0.125	115	115	11/32	11/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3180
567/2	0.16666666666666666	115	115	3/8	3/8	4/4	2	1	1/24			1/16	2/3		2	50	D3	3	3217
567/2	0.125	115	115	3/8	3/8	4/4	1	1	1/32			1/32	1		3	93	A6	6	3181
2269/8	0.125	115	115	13/32	13/32	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3182
851/3	0.16666666666666666	115	115	5/12	5/12	4/4	2	1	1/24			1/16	2/3		1	43	G2	2	3218
1135/4	0.125	115	115	7/16	7/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3183
1703/6	0.16666666666666666	115	115	11/24	11/24	4/4	2	1	1/24			1/16	2/3		-3	39	Eb2	2	3219
2271/8	0.125	115	115	15/32	15/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3184
284	0.16666666666666666	115	115	1/2	1/2	4/4	2	1	1/24			1/16	2/3		-2	34	Bb1	1	3220
284	0.125	115	115	1/2	1/2	4/4	1	1	1/32			1/32	1		3	93	A6	6	3185
2273/8	0.125	115	115	17/32	17/32	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3186
1705/6	0.16666666666666666	115	115	13/24	13/24	4/4	2	1	1/24			1/16	2/3		-3	39	Eb2	2	3221
1137/4	0.125	115	115	9/16	9/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3187
853/3	0.16666666666666666	115	115	7/12	7/12	4/4	2	1	1/24			1/16	2/3		1	43	G2	2	3222
2275/8	0.125	115	115	19/32	19/32	4/4	1	1	1/32			1/32	1		3	81	A5	5	3188
569/2	0.16666666666666666	115	115	5/8	5/8	4/4	2	1	1/24			1/16	2/3		2	50	D3	3	3223
569/2	0.125	115	115	5/8	5/8	4/4	1	1	1/32			1/32	1		1	91	G6	6	3189
2277/8	0.125	115	115	21/32	21/32	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3190
854/3	0.16666666666666666	115	115	2/3	2/3	4/4	2	1	1/24			1/16	2/3		1	43	G2	2	3224
1139/4	0.125	115	115	11/16	11/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3191
1709/6	0.16666666666666666	115	115	17/24	17/24	4/4	2	1	1/24			1/16	2/3		-3	39	Eb2	2	3225
2279/8	0.125	115	115	23/32	23/32	4/4	1	1	1/32			1/32	1		1	79	G5	5	3192
285	0.16666666666666666	115	115	3/4	3/4	4/4	2	1	1/24			1/16	2/3		-5	37	Db2	2	3226
285	0.125	115	115	3/4	3/4	4/4	1	1	1/32			1/32	1		-1	89	F6	6	3193
2281/8	0.125	115	115	25/32	25/32	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3194
1711/6	0.16666666666666666	115	115	19/24	19/24	4/4	2	1	1/24			1/16	2/3		1	43	G2	2	3227
1141/4	0.125	115	115	13/16	13/16	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3195
856/3	0.16666666666666666	115	115	5/6	5/6	4/4	2	1	1/24			1/16	2/3		-2	46	Bb2	2	3228
2283/8	0.125	115	115	27/32	27/32	4/4	1	1	1/32			1/32	1		-1	77	F5	5	3196
571/2	0.16666666666666666	115	115	7/8	7/8	4/4	2	1	1/24			1/16	2/3		-3	51	Eb3	3	3229
571/2	0.125	115	115	7/8	7/8	4/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3197
2285/8	0.125	115	115	29/32	29/32	4/4	1	1	1/32			1/32	1		-5	85	Db6	6	3198
857/3	0.16666666666666666	115	115	11/12	11/12	4/4	2	1	1/24			1/16	2/3		-2	46	Bb2	2	3230
1143/4	0.125	115	115	15/16	15/16	4/4	1	1	1/32			1/32	1		1	79	G5	5	3199
1715/6	0.16666666666666666	115	115	23/24	23/24	4/4	2	1	1/24			1/16	2/3		1	43	G2	2	3231
2287/8	0.125	115	115	31/32	31/32	4/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3200
286	0.16666666666666666	116	116	0	0	3/4	2	1	1/24			1/16	2/3		-3	39	Eb2	2	3256
286	0.125	116	116	0	0	3/4	1	1	1/32			1/32	1		3	93	A6	6	3232
2289/8	0.125	116	116	1/32	1/32	3/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3233
1717/6	0.16666666666666666	116	116	1/24	1/24	3/4	2	1	1/24			1/16	2/3		-2	46	Bb2	2	3257
1145/4	0.125	116	116	1/16	1/16	3/4	1	1	1/32			1/32	1		-5	85	Db6	6	3234
859/3	0.16666666666666666	116	116	1/12	1/12	3/4	2	1	1/24			1/16	2/3		-5	49	Db3	3	3258
2291/8	0.125	116	116	3/32	3/32	3/4	1	1	1/32			1/32	1		3	81	A5	5	3235
573/2	0.16666666666666666	116	116	1/8	1/8	3/4	2	1	1/24			1/16	2/3		1	55	G3	3	3259
573/2	0.125	116	116	1/8	1/8	3/4	1	1	1/32			1/32	1		3	93	A6	6	3236
2293/8	0.125	116	116	5/32	5/32	3/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3237
860/3	0.16666666666666666	116	116	1/6	1/6	3/4	2	1	1/24			1/16	2/3		-5	49	Db3	3	3260
1147/4	0.125	116	116	3/16	3/16	3/4	1	1	1/32			1/32	1		-5	85	Db6	6	3238
1721/6	0.16666666666666666	116	116	5/24	5/24	3/4	2	1	1/24			1/16	2/3		-2	46	Bb2	2	3261
2295/8	0.125	116	116	7/32	7/32	3/4	1	1	1/32			1/32	1		3	81	A5	5	3239
287	0.16666666666666666	116	116	1/4	1/4	3/4	2	1	1/24			1/16	2/3		1	43	G2	2	3262
287	0.125	116	116	1/4	1/4	3/4	1	1	1/32			1/32	1		3	93	A6	6	3240
2297/8	0.125	116	116	9/32	9/32	3/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3241
1723/6	0.16666666666666666	116	116	7/24	7/24	3/4	2	1	1/24			1/16	2/3		-5	49	Db3	3	3263
1149/4	0.125	116	116	5/16	5/16	3/4	1	1	1/32			1/32	1		-5	85	Db6	6	3242
862/3	0.16666666666666666	116	116	1/3	1/3	3/4	2	1	1/24			1/16	2/3		-3	51	Eb3	3	3264
2299/8	0.125	116	116	11/32	11/32	3/4	1	1	1/32			1/32	1		3	81	A5	5	3243
575/2	0.16666666666666666	116	116	3/8	3/8	3/4	2	1	1/24			1/16	2/3		-2	58	Bb3	3	3265
575/2	0.125	116	116	3/8	3/8	3/4	1	1	1/32			1/32	1		1	91	G6	6	3244
2301/8	0.125	116	116	13/32	13/32	3/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3245
863/3	0.16666666666666666	116	116	5/12	5/12	3/4	2	1	1/24			1/16	2/3		-3	51	Eb3	3	3266
1151/4	0.125	116	116	7/16	7/16	3/4	1	1	1/32			1/32	1		-5	85	Db6	6	3246
1727/6	0.16666666666666666	116	116	11/24	11/24	3/4	2	1	1/24			1/16	2/3		-5	49	Db3	3	3267
2303/8	0.125	116	116	15/32	15/32	3/4	1	1	1/32			1/32	1		1	79	G5	5	3247
288	0.16666666666666666	116	116	1/2	1/2	3/4	2	1	1/24			1/16	2/3		-2	46	Bb2	2	3268
288	0.125	116	116	1/2	1/2	3/4	1	1	1/32			1/32	1		-1	89	F6	6	3248
2305/8	0.125	116	116	17/32	17/32	3/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3249
1729/6	0.16666666666666666	116	116	13/24	13/24	3/4	2	1	1/24			1/16	2/3		-3	51	Eb3	3	3269
1153/4	0.125	116	116	9/16	9/16	3/4	1	1	1/32			1/32	1		-5	85	Db6	6	3250
865/3	0.16666666666666666	116	116	7/12	7/12	3/4	2	1	1/24			1/16	2/3		1	55	G3	3	3270
2307/8	0.125	116	116	19/32	19/32	3/4	1	1	1/32			1/32	1		-1	77	F5	5	3251
577/2	0.16666666666666666	116	116	5/8	5/8	3/4	2	1	1/24			1/16	2/3		-5	61	Db4	4	3271
577/2	0.125	116	116	5/8	5/8	3/4	1	1	1/32			1/32	1		-3	87	Eb6	6	3252
2309/8	0.125	116	116	21/32	21/32	3/4	1	1	1/32			1/32	1		-5	85	Db6	6	3253
866/3	0.16666666666666666	116	116	2/3	2/3	3/4	2	1	1/24			1/16	2/3		1	55	G3	3	3272
1155/4	0.125	116	116	11/16	11/16	3/4	1	1	1/32			1/32	1		1	79	G5	5	3254
1733/6	0.16666666666666666	116	116	17/24	17/24	3/4	2	1	1/24			1/16	2/3		-3	51	Eb3	3	3273
2311/8	0.125	116	116	23/32	23/32	3/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3255
289	0.16666666666666666	117	117	0	0	3/4	2	1	1/24			1/16	2/3		-5	49	Db3	3	3298
289	0.125	117	117	0	0	3/4	1	1	1/32			1/32	1		3	81	A5	5	3274
2313/8	0.125	117	117	1/32	1/32	3/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3275
1735/6	0.16666666666666666	117	117	1/24	1/24	3/4	2	1	1/24			1/16	2/3		1	55	G3	3	3299
1157/4	0.125	117	117	1/16	1/16	3/4	1	1	1/32			1/32	1		-5	73	Db5	5	3276
868/3	0.16666666666666666	117	117	1/12	1/12	3/4	2	1	1/24			1/16	2/3		-2	58	Bb3	3	3300
2315/8	0.125	117	117	3/32	3/32	3/4	1	1	1/32			1/32	1		3	69	A4	4	3277
579/2	0.16666666666666666	117	117	1/8	1/8	3/4	2	1	1/24			1/16	2/3		-3	63	Eb4	4	3301
579/2	0.125	117	117	1/8	1/8	3/4	1	1	1/32			1/32	1		3	81	A5	5	3278
2317/8	0.125	117	117	5/32	5/32	3/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3279
869/3	0.16666666666666666	117	117	1/6	1/6	3/4	2	1	1/24			1/16	2/3		10	58	A#3	3	3302
1159/4	0.125	117	117	3/16	3/16	3/4	1	1	1/32			1/32	1		-5	73	Db5	5	3280
1739/6	0.16666666666666666	117	117	5/24	5/24	3/4	2	1	1/24			1/16	2/3		1	55	G3	3	3303
2319/8	0.125	117	117	7/32	7/32	3/4	1	1	1/32			1/32	1		3	69	A4	4	3281
290	0.16666666666666666	117	117	1/4	1/4	3/4	2	1	1/24			1/16	2/3		-3	51	Eb3	3	3304
290	0.125	117	117	1/4	1/4	3/4	1	1	1/32			1/32	1		3	81	A5	5	3282
2321/8	0.125	117	117	9/32	9/32	3/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3283
1741/6	0.16666666666666666	117	117	7/24	7/24	3/4	2	1	1/24			1/16	2/3		-2	58	Bb3	3	3305
1161/4	0.125	117	117	5/16	5/16	3/4	1	1	1/32			1/32	1		-5	73	Db5	5	3284
871/3	0.16666666666666666	117	117	1/3	1/3	3/4	2	1	1/24			1/16	2/3		-5	61	Db4	4	3306
2323/8	0.125	117	117	11/32	11/32	3/4	1	1	1/32			1/32	1		3	69	A4	4	3285
581/2	0.16666666666666666	117	117	3/8	3/8	3/4	2	1	1/24			1/16	2/3		1	67	G4	4	3307
581/2	0.125	117	117	3/8	3/8	3/4	1	1	1/32			1/32	1		1	79	G5	5	3286
2325/8	0.125	117	117	13/32	13/32	3/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3287
872/3	0.16666666666666666	117	117	5/12	5/12	3/4	2	1	1/24			1/16	2/3		7	61	C#4	4	3308
1163/4	0.125	117	117	7/16	7/16	3/4	1	1	1/32			1/32	1		-5	73	Db5	5	3288
1745/6	0.16666666666666666	117	117	11/24	11/24	3/4	2	1	1/24			1/16	2/3		10	58	A#3	3	3309
2327/8	0.125	117	117	15/32	15/32	3/4	1	1	1/32			1/32	1		1	67	G4	4	3289
291	0.16666666666666666	117	117	1/2	1/2	3/4	2	1	1/24			1/16	2/3		1	55	G3	3	3310
291	0.125	117	117	1/2	1/2	3/4	1	1	1/32			1/32	1		-1	77	F5	5	3290
2329/8	0.125	117	117	17/32	17/32	3/4	1	1	1/32			1/32	1		-3	75	Eb5	5	3291
1747/6	0.16666666666666666	117	117	13/24	13/24	3/4	2	1	1/24			1/16	2/3		-5	61	Db4	4	3311
1165/4	0.125	117	117	9/16	9/16	3/4	1	1	1/32			1/32	1		-5	73	Db5	5	3292
