quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
841/12	0.16666666666666666	20	20	17/24	17/24	4/4	1	1	1/24			1/16	2/3		5	83	B5	5	517
281/4	0.5	20	20	3/4	3/4	4/4	2	1	1/8			1/8	1		8	56	G#3	3	532
281/4	0.5	20	20	3/4	3/4	4/4	2	1	1/8			1/8	1		8	68	G#4	4	532
281/4	0.16666666666666666	20	20	3/4	3/4	4/4	1	1	1/24			1/16	2/3		3	81	A5	5	518
281/4	0.16666666666666666	20	20	3/4	3/4	4/4	1	1	1/24			1/16	2/3		5	83	B5	5	518
845/12	0.16666666666666666	20	20	19/24	19/24	4/4	1	1	1/24			1/16	2/3		4	76	E5	5	519
845/12	0.16666666666666666	20	20	19/24	19/24	4/4	1	1	1/24			1/16	2/3		6	78	F#5	5	519
847/12	0.16666666666666666	20	20	5/6	5/6	4/4	1	1	1/24			1/16	2/3		3	69	A4	4	520
847/12	0.16666666666666666	20	20	5/6	5/6	4/4	1	1	1/24			1/16	2/3		5	71	B4	4	520
283/4	0.5	20	20	7/8	7/8	4/4	2	1	1/8			1/8	1		6	54	F#3	3	533
283/4	0.5	20	20	7/8	7/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	533
283/4	0.16666666666666666	20	20	7/8	7/8	4/4	1	1	1/24			1/16	2/3		3	69	A4	4	521
283/4	0.16666666666666666	20	20	7/8	7/8	4/4	1	1	1/24			1/16	2/3		5	71	B4	4	521
851/12	0.16666666666666666	20	20	11/12	11/12	4/4	1	1	1/24			1/16	2/3		4	76	E5	5	522
851/12	0.16666666666666666	20	20	11/12	11/12	4/4	1	1	1/24			1/16	2/3		6	78	F#5	5	522
853/12	0.16666666666666666	20	20	23/24	23/24	4/4	1	1	1/24			1/16	2/3		3	81	A5	5	523
853/12	0.16666666666666666	20	20	23/24	23/24	4/4	1	1	1/24			1/16	2/3		5	83	B5	5	523
285/4	0.125	21	21	0	0	4/4	2	1	1/32			1/32	1		5	47	B2	2	543
285/4	0.5	21	21	0	0	4/4	1	1	1/8			1/8	1		7	73	C#5	5	534
285/4	0.5	21	21	0	0	4/4	1	1	1/8			1/8	1		6	78	F#5	5	534
285/4	0.5	21	21	0	0	4/4	1	1	1/8			1/8	1		7	85	C#6	6	534
571/8	0.125	21	21	1/32	1/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	544
143/2	0.125	21	21	1/16	1/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	545
573/8	0.125	21	21	3/32	3/32	4/4	2	1	1/32			1/32	1		3	57	A3	3	546
287/4	0.125	21	21	1/8	1/8	4/4	2	1	1/32			1/32	1		5	59	B3	3	547
287/4	0.5	21	21	1/8	1/8	4/4	1	1	1/8			1/8	1		9	75	D#5	5	535
287/4	0.5	21	21	1/8	1/8	4/4	1	1	1/8			1/8	1		8	80	G#5	5	535
287/4	0.5	21	21	1/8	1/8	4/4	1	1	1/8			1/8	1		9	87	D#6	6	535
575/8	0.125	21	21	5/32	5/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	548
72	0.125	21	21	3/16	3/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	549
577/8	0.125	21	21	7/32	7/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	550
289/4	0.125	21	21	1/4	1/4	4/4	2	1	1/32			1/32	1		5	59	B3	3	551
289/4	0.5	21	21	1/4	1/4	4/4	1	1	1/8			1/8	1		7	73	C#5	5	536
289/4	0.5	21	21	1/4	1/4	4/4	1	1	1/8			1/8	1		6	78	F#5	5	536
289/4	0.5	21	21	1/4	1/4	4/4	1	1	1/8			1/8	1		7	85	C#6	6	536
579/8	0.125	21	21	9/32	9/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	552
145/2	0.125	21	21	5/16	5/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	553
581/8	0.125	21	21	11/32	11/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	554
291/4	0.125	21	21	3/8	3/8	4/4	2	1	1/32			1/32	1		4	76	E5	5	555
291/4	0.25	21	21	3/8	3/8	4/4	1	1	1/16			1/16	1		6	78	F#5	5	537
291/4	0.25	21	21	3/8	3/8	4/4	1	1	1/16			1/16	1		5	83	B5	5	537
291/4	0.25	21	21	3/8	3/8	4/4	1	1	1/16			1/16	1		6	90	F#6	6	537
583/8	0.125	21	21	13/32	13/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	556
73	0.125	21	21	7/16	7/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	557
73	0.25	21	21	7/16	7/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	538
73	0.25	21	21	7/16	7/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	538
73	0.25	21	21	7/16	7/16	4/4	1	1	1/16			1/16	1		9	87	D#6	6	538
585/8	0.125	21	21	15/32	15/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	558
293/4	0.125	21	21	1/2	1/2	4/4	2	1	1/32			1/32	1		5	59	B3	3	559
293/4	0.5	21	21	1/2	1/2	4/4	1	1	1/8			1/8	1		7	73	C#5	5	539
293/4	0.5	21	21	1/2	1/2	4/4	1	1	1/8			1/8	1		6	78	F#5	5	539
293/4	0.5	21	21	1/2	1/2	4/4	1	1	1/8			1/8	1		7	85	C#6	6	539
587/8	0.125	21	21	17/32	17/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	560
147/2	0.125	21	21	9/16	9/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	561
589/8	0.125	21	21	19/32	19/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	562
295/4	0.125	21	21	5/8	5/8	4/4	2	1	1/32			1/32	1		5	59	B3	3	563
295/4	0.5	21	21	5/8	5/8	4/4	1	1	1/8			1/8	1		8	68	G#4	4	540
295/4	0.5	21	21	5/8	5/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	540
295/4	0.5	21	21	5/8	5/8	4/4	1	1	1/8			1/8	1		8	80	G#5	5	540
591/8	0.125	21	21	21/32	21/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	564
74	0.125	21	21	11/16	11/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	565
593/8	0.125	21	21	23/32	23/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	566
297/4	0.125	21	21	3/4	3/4	4/4	2	1	1/32			1/32	1		5	59	B3	3	567
297/4	0.5	21	21	3/4	3/4	4/4	1	1	1/8			1/8	1		8	68	G#4	4	541
297/4	0.5	21	21	3/4	3/4	4/4	1	1	1/8			1/8	1		7	73	C#5	5	541
297/4	0.5	21	21	3/4	3/4	4/4	1	1	1/8			1/8	1		8	80	G#5	5	541
595/8	0.125	21	21	25/32	25/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	568
149/2	0.125	21	21	13/16	13/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	569
597/8	0.125	21	21	27/32	27/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	570
299/4	0.125	21	21	7/8	7/8	4/4	2	1	1/32			1/32	1		5	59	B3	3	571
299/4	0.5	21	21	7/8	7/8	4/4	1	1	1/8			1/8	1		6	66	F#4	4	542
299/4	0.5	21	21	7/8	7/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	542
299/4	0.5	21	21	7/8	7/8	4/4	1	1	1/8			1/8	1		6	78	F#5	5	542
599/8	0.125	21	21	29/32	29/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	572
75	0.125	21	21	15/16	15/16	4/4	2	1	1/32			1/32	1		4	64	E4	4	573
601/8	0.125	21	21	31/32	31/32	4/4	2	1	1/32			1/32	1		3	69	A4	4	574
301/4	0.125	22	22	0	0	4/4	2	1	1/32			1/32	1		8	56	G#3	3	585
301/4	0.5	22	22	0	0	4/4	2	2	1/8			1/8	1		8	56	G#3	3	617
301/4	0.5	22	22	0	0	4/4	1	1	1/8			1/8	1		4	64	E4	4	575
301/4	0.5	22	22	0	0	4/4	1	1	1/8			1/8	1		3	69	A4	4	575
301/4	0.5	22	22	0	0	4/4	1	1	1/8			1/8	1		4	76	E5	5	575
603/8	0.125	22	22	1/32	1/32	4/4	2	1	1/32			1/32	1		3	57	A3	3	586
151/2	0.125	22	22	1/16	1/16	4/4	2	1	1/32			1/32	1		7	61	C#4	4	587
605/8	0.125	22	22	3/32	3/32	4/4	2	1	1/32			1/32	1		4	64	E4	4	588
303/4	0.125	22	22	1/8	1/8	4/4	2	1	1/32			1/32	1		6	54	F#3	3	589
303/4	0.5	22	22	1/8	1/8	4/4	2	2	1/8			1/8	1		6	54	F#3	3	618
303/4	0.25	22	22	1/8	1/8	4/4	1	1	1/16			1/16	1		6	66	F#4	4	576
303/4	0.25	22	22	1/8	1/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	576
303/4	0.25	22	22	1/8	1/8	4/4	1	1	1/16			1/16	1		6	78	F#5	5	576
607/8	0.125	22	22	5/32	5/32	4/4	2	1	1/32			1/32	1		3	57	A3	3	590
76	0.125	22	22	3/16	3/16	4/4	2	1	1/32			1/32	1		7	61	C#4	4	591
76	0.25	22	22	3/16	3/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	577
76	0.25	22	22	3/16	3/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	577
76	0.25	22	22	3/16	3/16	4/4	1	1	1/16			1/16	1		4	76	E5	5	577
609/8	0.125	22	22	7/32	7/32	4/4	2	1	1/32			1/32	1		4	64	E4	4	592
305/4	0.125	22	22	1/4	1/4	4/4	2	1	1/32			1/32	1		4	52	E3	3	593
305/4	1.0	22	22	1/4	1/4	4/4	2	2	1/4			1/4	1		4	52	E3	3	619
305/4	1.0	22	22	1/4	1/4	4/4	1	1	1/4			1/4	1		7	61	C#4	4	578
305/4	1.0	22	22	1/4	1/4	4/4	1	1	1/4			1/4	1		6	66	F#4	4	578
305/4	1.0	22	22	1/4	1/4	4/4	1	1	1/4			1/4	1		7	73	C#5	5	578
611/8	0.125	22	22	9/32	9/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	594
153/2	0.125	22	22	5/16	5/16	4/4	2	1	1/32			1/32	1		3	57	A3	3	595
613/8	0.125	22	22	11/32	11/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	596
307/4	0.125	22	22	3/8	3/8	4/4	2	1	1/32			1/32	1		4	64	E4	4	597
615/8	0.125	22	22	13/32	13/32	4/4	2	1	1/32			1/32	1		7	61	C#4	4	598
77	0.125	22	22	7/16	7/16	4/4	2	1	1/32			1/32	1		3	57	A3	3	599
617/8	0.125	22	22	15/32	15/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	600
309/4	0.125	22	22	1/2	1/2	4/4	2	1	1/32			1/32	1		7	49	C#3	3	601
309/4	1.0	22	22	1/2	1/2	4/4	2	2	1/4			1/4	1		7	49	C#3	3	620
309/4	0.5	22	22	1/2	1/2	4/4	1	1	1/8			1/8	1		4	64	E4	4	579
309/4	0.5	22	22	1/2	1/2	4/4	1	1	1/8			1/8	1		3	69	A4	4	579
309/4	0.5	22	22	1/2	1/2	4/4	1	1	1/8			1/8	1		4	76	E5	5	579
619/8	0.125	22	22	17/32	17/32	4/4	2	1	1/32			1/32	1		4	52	E3	3	602
155/2	0.125	22	22	9/16	9/16	4/4	2	1	1/32			1/32	1		6	54	F#3	3	603
621/8	0.125	22	22	19/32	19/32	4/4	2	1	1/32			1/32	1		3	57	A3	3	604
311/4	0.125	22	22	5/8	5/8	4/4	2	1	1/32			1/32	1		7	61	C#4	4	605
311/4	0.25	22	22	5/8	5/8	4/4	1	1	1/16			1/16	1		6	66	F#4	4	580
311/4	0.25	22	22	5/8	5/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	580
311/4	0.25	22	22	5/8	5/8	4/4	1	1	1/16			1/16	1		6	78	F#5	5	580
623/8	0.125	22	22	21/32	21/32	4/4	2	1	1/32			1/32	1		3	57	A3	3	606
78	0.125	22	22	11/16	11/16	4/4	2	1	1/32			1/32	1		6	54	F#3	3	607
78	0.25	22	22	11/16	11/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	581
78	0.25	22	22	11/16	11/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	581
78	0.25	22	22	11/16	11/16	4/4	1	1	1/16			1/16	1		4	76	E5	5	581
625/8	0.125	22	22	23/32	23/32	4/4	2	1	1/32			1/32	1		4	52	E3	3	608
313/4	0.125	22	22	3/4	3/4	4/4	2	1	1/32			1/32	1		5	47	B2	2	609
313/4	1.0	22	22	3/4	3/4	4/4	2	2	1/4			1/4	1		5	47	B2	2	621
313/4	0.25	22	22	3/4	3/4	4/4	1	1	1/16			1/16	1		7	61	C#4	4	582
313/4	0.25	22	22	3/4	3/4	4/4	1	1	1/16			1/16	1		6	66	F#4	4	582
313/4	0.25	22	22	3/4	3/4	4/4	1	1	1/16			1/16	1		7	73	C#5	5	582
627/8	0.125	22	22	25/32	25/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	610
157/2	0.125	22	22	13/16	13/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	611
157/2	0.25	22	22	13/16	13/16	4/4	1	1	1/16			1/16	1		5	59	B3	3	583
157/2	0.25	22	22	13/16	13/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	583
157/2	0.25	22	22	13/16	13/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	583
629/8	0.125	22	22	27/32	27/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	612
315/4	0.125	22	22	7/8	7/8	4/4	2	1	1/32			1/32	1		3	57	A3	3	613
315/4	0.5	22	22	7/8	7/8	4/4	1	1	1/8			1/8	1		7	61	C#4	4	584
315/4	0.5	22	22	7/8	7/8	4/4	1	1	1/8			1/8	1		6	66	F#4	4	584
315/4	0.5	22	22	7/8	7/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	584
631/8	0.125	22	22	29/32	29/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	614
79	0.125	22	22	15/16	15/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	615
633/8	0.125	22	22	31/32	31/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	616
317/4	0.125	23	23	0	0	4/4	2	1	1/32			1/32	1		3	45	A2	2	628
317/4	1.0	23	23	0	0	4/4	2	2	1/4			1/4	1		3	45	A2	2	660
317/4	0.5	23	23	0	0	4/4	1	1	1/8			1/8	1		4	64	E4	4	622
317/4	0.5	23	23	0	0	4/4	1	1	1/8			1/8	1		3	69	A4	4	622
317/4	0.5	23	23	0	0	4/4	1	1	1/8			1/8	1		4	76	E5	5	622
635/8	0.125	23	23	1/32	1/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	629
159/2	0.125	23	23	1/16	1/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	630
637/8	0.125	23	23	3/32	3/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	631
319/4	0.125	23	23	1/8	1/8	4/4	2	1	1/32			1/32	1		3	57	A3	3	632
319/4	0.5	23	23	1/8	1/8	4/4	1	1	1/8			1/8	1		6	66	F#4	4	623
319/4	0.5	23	23	1/8	1/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	623
319/4	0.5	23	23	1/8	1/8	4/4	1	1	1/8			1/8	1		6	78	F#5	5	623
639/8	0.125	23	23	5/32	5/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	633
80	0.125	23	23	3/16	3/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	634
641/8	0.125	23	23	7/32	7/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	635
321/4	0.125	23	23	1/4	1/4	4/4	2	1	1/32			1/32	1		8	44	G#2	2	636
321/4	1.0	23	23	1/4	1/4	4/4	2	2	1/4			1/4	1		8	44	G#2	2	661
321/4	0.5	23	23	1/4	1/4	4/4	1	1	1/8			1/8	1		4	64	E4	4	624
321/4	0.5	23	23	1/4	1/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	624
321/4	0.5	23	23	1/4	1/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	624
643/8	0.125	23	23	9/32	9/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	637
161/2	0.125	23	23	5/16	5/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	638
645/8	0.125	23	23	11/32	11/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	639
323/4	0.125	23	23	3/8	3/8	4/4	2	1	1/32			1/32	1		3	57	A3	3	640
323/4	0.5	23	23	3/8	3/8	4/4	1	1	1/8			1/8	1		7	61	C#4	4	625
323/4	0.5	23	23	3/8	3/8	4/4	1	1	1/8			1/8	1		6	66	F#4	4	625
323/4	0.5	23	23	3/8	3/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	625
647/8	0.125	23	23	13/32	13/32	4/4	2	1	1/32			1/32	1		6	54	F#3	3	641
81	0.125	23	23	7/16	7/16	4/4	2	1	1/32			1/32	1		4	52	E3	3	642
649/8	0.125	23	23	15/32	15/32	4/4	2	1	1/32			1/32	1		7	49	C#3	3	643
325/4	0.125	23	23	1/2	1/2	4/4	2	1	1/32			1/32	1		6	42	F#2	2	644
325/4	1.0	23	23	1/2	1/2	4/4	2	2	1/4			1/4	1		6	42	F#2	2	662
325/4	1.0	23	23	1/2	1/2	4/4	1	1	1/4			1/4	1		5	59	B3	3	626
325/4	1.0	23	23	1/2	1/2	4/4	1	1	1/4			1/4	1		4	64	E4	4	626
325/4	1.0	23	23	1/2	1/2	4/4	1	1	1/4			1/4	1		5	71	B4	4	626
651/8	0.125	23	23	17/32	17/32	4/4	2	1	1/32			1/32	1		3	45	A2	2	645
163/2	0.125	23	23	9/16	9/16	4/4	2	1	1/32			1/32	1		7	49	C#3	3	646
653/8	0.125	23	23	19/32	19/32	4/4	2	1	1/32			1/32	1		4	52	E3	3	647
327/4	0.125	23	23	5/8	5/8	4/4	2	1	1/32			1/32	1		6	54	F#3	3	648
655/8	0.125	23	23	21/32	21/32	4/4	2	1	1/32			1/32	1		4	52	E3	3	649
82	0.125	23	23	11/16	11/16	4/4	2	1	1/32			1/32	1		7	49	C#3	3	650
657/8	0.125	23	23	23/32	23/32	4/4	2	1	1/32			1/32	1		3	45	A2	2	651
329/4	0.125	23	23	3/4	3/4	4/4	2	1	1/32			1/32	1		4	40	E2	2	652
329/4	1.0	23	23	3/4	3/4	4/4	2	2	1/4			1/4	1		4	40	E2	2	663
329/4	1.0	23	23	3/4	3/4	4/4	1	1	1/4			1/4	1		7	61	C#4	4	627
329/4	1.0	23	23	3/4	3/4	4/4	1	1	1/4			1/4	1		6	66	F#4	4	627
329/4	1.0	23	23	3/4	3/4	4/4	1	1	1/4			1/4	1		7	73	C#5	5	627
659/8	0.125	23	23	25/32	25/32	4/4	2	1	1/32			1/32	1		3	45	A2	2	653
165/2	0.125	23	23	13/16	13/16	4/4	2	1	1/32			1/32	1		7	49	C#3	3	654
661/8	0.125	23	23	27/32	27/32	4/4	2	1	1/32			1/32	1		4	52	E3	3	655
331/4	0.125	23	23	7/8	7/8	4/4	2	1	1/32			1/32	1		6	54	F#3	3	656
663/8	0.125	23	23	29/32	29/32	4/4	2	1	1/32			1/32	1		4	52	E3	3	657
83	0.125	23	23	15/16	15/16	4/4	2	1	1/32			1/32	1		7	49	C#3	3	658
665/8	0.125	23	23	31/32	31/32	4/4	2	1	1/32			1/32	1		3	45	A2	2	659
333/4	0.125	24	24	0	0	4/4	2	1	1/32			1/32	1		9	39	D#2	2	674
333/4	0.125	24	24	0	0	4/4	2	1	1/32			1/32	1		10	46	A#2	2	674
333/4	0.5	24	24	0	0	4/4	1	1	1/8			1/8	1		7	61	C#4	4	664
333/4	0.5	24	24	0	0	4/4	1	1	1/8			1/8	1		13	67	F##4	4	664
333/4	0.5	24	24	0	0	4/4	1	1	1/8			1/8	1		7	73	C#5	5	664
667/8	0.125	24	24	1/32	1/32	4/4	2	1	1/32			1/32	1		9	51	D#3	3	675
167/2	0.125	24	24	1/16	1/16	4/4	2	1	1/32			1/32	1		11	53	E#3	3	676
669/8	0.125	24	24	3/32	3/32	4/4	2	1	1/32			1/32	1		13	55	F##3	3	677
335/4	0.125	24	24	1/8	1/8	4/4	2	1	1/32			1/32	1		7	61	C#4	4	678
335/4	0.5	24	24	1/8	1/8	4/4	1	1	1/8			1/8	1		9	63	D#4	4	665
335/4	0.5	24	24	1/8	1/8	4/4	1	1	1/8			1/8	1		10	70	A#4	4	665
335/4	0.5	24	24	1/8	1/8	4/4	1	1	1/8			1/8	1		9	75	D#5	5	665
671/8	0.125	24	24	5/32	5/32	4/4	2	1	1/32			1/32	1		13	55	F##3	3	679
84	0.125	24	24	3/16	3/16	4/4	2	1	1/32			1/32	1		11	53	E#3	3	680
673/8	0.125	24	24	7/32	7/32	4/4	2	1	1/32			1/32	1		9	51	D#3	3	681
337/4	0.125	24	24	1/4	1/4	4/4	2	1	1/32			1/32	1		1	43	G2	2	682
337/4	0.125	24	24	1/4	1/4	4/4	2	1	1/32			1/32	1		2	50	D3	3	682
337/4	0.5	24	24	1/4	1/4	4/4	1	1	1/8			1/8	1		4	64	E4	4	666
337/4	0.5	24	24	1/4	1/4	4/4	1	1	1/8			1/8	1		5	71	B4	4	666
337/4	0.5	24	24	1/4	1/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	666
675/8	0.125	24	24	9/32	9/32	4/4	2	1	1/32			1/32	1		-1	53	F3	3	683
169/2	0.125	24	24	5/16	5/16	4/4	2	1	1/32			1/32	1		3	57	A3	3	684
677/8	0.125	24	24	11/32	11/32	4/4	2	1	1/32			1/32	1		5	59	B3	3	685
339/4	0.125	24	24	3/8	3/8	4/4	2	1	1/32			1/32	1		-1	65	F4	4	686
339/4	0.5	24	24	3/8	3/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	667
339/4	0.5	24	24	3/8	3/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	667
339/4	0.5	24	24	3/8	3/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	667
679/8	0.125	24	24	13/32	13/32	4/4	2	1	1/32			1/32	1		5	59	B3	3	687
85	0.125	24	24	7/16	7/16	4/4	2	1	1/32			1/32	1		3	57	A3	3	688
681/8	0.125	24	24	15/32	15/32	4/4	2	1	1/32			1/32	1		-1	53	F3	3	689
341/4	0.125	24	24	1/2	1/2	4/4	2	1	1/32			1/32	1		9	39	D#2	2	690
341/4	0.125	24	24	1/2	1/2	4/4	2	1	1/32			1/32	1		10	46	A#2	2	690
341/4	0.25	24	24	1/2	1/2	4/4	1	1	1/16			1/16	1		7	61	C#4	4	668
341/4	0.25	24	24	1/2	1/2	4/4	1	1	1/16			1/16	1		13	67	F##4	4	668
341/4	0.25	24	24	1/2	1/2	4/4	1	1	1/16			1/16	1		7	73	C#5	5	668
683/8	0.125	24	24	17/32	17/32	4/4	2	1	1/32			1/32	1		9	51	D#3	3	691
171/2	0.125	24	24	9/16	9/16	4/4	2	1	1/32			1/32	1		11	53	E#3	3	692
171/2	0.25	24	24	9/16	9/16	4/4	1	1	1/16			1/16	1		9	63	D#4	4	669
171/2	0.25	24	24	9/16	9/16	4/4	1	1	1/16			1/16	1		10	70	A#4	4	669
171/2	0.25	24	24	9/16	9/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	669
685/8	0.125	24	24	19/32	19/32	4/4	2	1	1/32			1/32	1		13	55	F##3	3	693
343/4	0.125	24	24	5/8	5/8	4/4	2	1	1/32			1/32	1		7	61	C#4	4	694
343/4	0.25	24	24	5/8	5/8	4/4	1	1	1/16			1/16	1		13	67	F##4	4	670
343/4	0.25	24	24	5/8	5/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	670
687/8	0.125	24	24	21/32	21/32	4/4	2	1	1/32			1/32	1		13	55	F##3	3	695
86	0.125	24	24	11/16	11/16	4/4	2	1	1/32			1/32	1		11	53	E#3	3	696
86	0.25	24	24	11/16	11/16	4/4	1	1	1/16			1/16	1		9	63	D#4	4	671
86	0.25	24	24	11/16	11/16	4/4	1	1	1/16			1/16	1		10	70	A#4	4	671
86	0.25	24	24	11/16	11/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	671
689/8	0.125	24	24	23/32	23/32	4/4	2	1	1/32			1/32	1		9	51	D#3	3	697
345/4	0.125	24	24	3/4	3/4	4/4	2	1	1/32			1/32	1		1	43	G2	2	698
345/4	0.125	24	24	3/4	3/4	4/4	2	1	1/32			1/32	1		2	50	D3	3	698
345/4	0.5	24	24	3/4	3/4	4/4	1	1	1/8			1/8	1		4	64	E4	4	672
345/4	0.5	24	24	3/4	3/4	4/4	1	1	1/8			1/8	1		5	71	B4	4	672
345/4	0.5	24	24	3/4	3/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	672
691/8	0.125	24	24	25/32	25/32	4/4	2	1	1/32			1/32	1		-1	53	F3	3	699
173/2	0.125	24	24	13/16	13/16	4/4	2	1	1/32			1/32	1		3	57	A3	3	700
693/8	0.125	24	24	27/32	27/32	4/4	2	1	1/32			1/32	1		5	59	B3	3	701
347/4	0.125	24	24	7/8	7/8	4/4	2	1	1/32			1/32	1		-1	65	F4	4	702
347/4	0.5	24	24	7/8	7/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	673
347/4	0.5	24	24	7/8	7/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	673
347/4	0.5	24	24	7/8	7/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	673
695/8	0.125	24	24	29/32	29/32	4/4	2	1	1/32			1/32	1		5	59	B3	3	703
87	0.125	24	24	15/16	15/16	4/4	2	1	1/32			1/32	1		3	57	A3	3	704
697/8	0.125	24	24	31/32	31/32	4/4	2	1	1/32			1/32	1		-1	53	F3	3	705
349/4	0.125	25	25	0	0	4/4	2	1	1/32			1/32	1		9	51	D#3	3	716
349/4	0.125	25	25	0	0	4/4	2	1	1/32			1/32	1		10	58	A#3	3	716
349/4	0.5	25	25	0	0	4/4	1	1	1/8			1/8	1		7	73	C#5	5	706
349/4	0.5	25	25	0	0	4/4	1	1	1/8			1/8	1		13	79	F##5	5	706
349/4	0.5	25	25	0	0	4/4	1	1	1/8			1/8	1		7	85	C#6	6	706
699/8	0.125	25	25	1/32	1/32	4/4	2	1	1/32			1/32	1		9	63	D#4	4	717
175/2	0.125	25	25	1/16	1/16	4/4	2	1	1/32			1/32	1		11	65	E#4	4	718
701/8	0.125	25	25	3/32	3/32	4/4	2	1	1/32			1/32	1		13	67	F##4	4	719
351/4	0.125	25	25	1/8	1/8	4/4	2	1	1/32			1/32	1		7	73	C#5	5	720
351/4	0.5	25	25	1/8	1/8	4/4	1	1	1/8			1/8	1		9	75	D#5	5	707
351/4	0.5	25	25	1/8	1/8	4/4	1	1	1/8			1/8	1		10	82	A#5	5	707
351/4	0.5	25	25	1/8	1/8	4/4	1	1	1/8			1/8	1		9	87	D#6	6	707
703/8	0.125	25	25	5/32	5/32	4/4	2	1	1/32			1/32	1		13	67	F##4	4	721
88	0.125	25	25	3/16	3/16	4/4	2	1	1/32			1/32	1		11	65	E#4	4	722
705/8	0.125	25	25	7/32	7/32	4/4	2	1	1/32			1/32	1		9	63	D#4	4	723
353/4	0.125	25	25	1/4	1/4	4/4	2	1	1/32			1/32	1		1	55	G3	3	724
353/4	0.125	25	25	1/4	1/4	4/4	2	1	1/32			1/32	1		2	62	D4	4	724
353/4	0.5	25	25	1/4	1/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	708
353/4	0.5	25	25	1/4	1/4	4/4	1	1	1/8			1/8	1		5	83	B5	5	708
353/4	0.5	25	25	1/4	1/4	4/4	1	1	1/8			1/8	1		4	88	E6	6	708
