mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Pedal_Gardez la Ped. jusqu'à   <sym>keyboardPedalUp</sym>	TextLine	TextLine_ra	TextLine_len
80	80	254	254	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/4	1/2	918		articAccentBelow							48		11									
81	81	511/2	511/2	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	919											11									
81	81	257	257	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	920											11									
81	81	515/2	515/2	0.0	1/2	1/2	Spanner	3/4	1	1	0																									
81	81	515/2	515/2	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura		1/8	1	921																				
81	81	515/2	515/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	922									49											
82	82	517/2	517/2	0.0	0	0	Dynamic	3/4	1	1	0						pp																			
82	82	519/2	519/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	923																				
82	82	521/2	521/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	924																				
82	82	519/2	519/2	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	925																				
82	82	521/2	521/2	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	926																				
82	82	517/2	517/2	0.0	0	0	StaffText	3/4	2	1	0								2 Ped.																	
82	82	517/2	517/2	0.0	0	0	Spanner	3/4	2	1	0																				4					
82	82	517/2	517/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	927															4					
82	82	521/2	521/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	928															4					
83	83	525/2	525/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	929																				
83	83	263	263	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	930																				
83	83	527/2	527/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	931																				
83	83	264	264	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	932																				
83	83	525/2	525/2	1.5	1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	933																				
83	83	264	264	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	934																				
83	83	523/2	523/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	935															4					
83	83	264	264	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	936															4					
84	84	531/2	531/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	937																				
84	84	533/2	533/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	938																				
84	84	531/2	531/2	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	939																				
84	84	533/2	533/2	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	940																				
84	84	529/2	529/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	941															4					
84	84	533/2	533/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	942															4					
85	85	269	269	0.0	3/8	3/8	StaffText	3/4	1	1	0								<i>Plus lent</i>																	
85	85	269	269	0.0	3/8	3/8	Dynamic	3/4	1	1	0						mf																			
85	85	269	269	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	943									50											
85	85	270	270	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	944									50											
85	85	535/2	535/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	945									51						4					
85	85	537/2	537/2	0.0	1/4	1/4	StaffText	3/4	2	1	0								m.g.												4					
85	85	537/2	537/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	946															4					
85	85	539/2	539/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																									
86	86	541/2	541/2	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	947									50											
86	86	545/2	545/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	948									50, 52											
86	86	1091/4	1091/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	949									50, 52											
86	86	273	273	1.0	5/8	5/8	Chord	3/4	1	1	1/4			1/4	1	950									50											
86	86	545/2	545/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/4	1/2	951		articAccentBelow							53											
87	87	274	274	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	952									50											
87	87	551/2	551/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	953									50											
87	87	276	276	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	954									50											
87	87	553/2	553/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	955									50											
88	88	277	277	0.0	0	0	Spanner	3/4	1	1	0														50		12									
88	88	277	277	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	956									50, 54		12									
88	88	1109/4	1109/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	957									50, 54		12									
88	88	555/2	555/2	2.0	1/8	1/8	Chord	3/4	1	1	1/2			1/2	1	958									50		12									
88	88	559/2	559/2	1.0	5/8	5/8	Chord	3/4	1	1	1/4			1/4	1	959									55		12									
88	88	277	277	0.5	0	0	Chord	3/4	1	2	1/8			1/4	1/2	960		articAccentBelow							56		12									
89	89	561/2	561/2	0.0	0	0	Dynamic	3/4	1	1	0						pp																			
89	89	561/2	561/2	0.0	0	0	Spanner	3/4	1	1	0																									
89	89	563/2	563/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	961																				
89	89	565/2	565/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	962																				
89	89	563/2	563/2	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	963																				
89	89	565/2	565/2	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	964																				
89	89	561/2	561/2	0.0	0	0	Spanner	3/4	2	1	0																				5					
89	89	561/2	561/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	965															5					
89	89	565/2	565/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	966															5					
90	90	569/2	569/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	967																				
90	90	285	285	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	968																				
90	90	571/2	571/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	969																				
90	90	286	286	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	970																				
90	90	569/2	569/2	1.5	1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	971																				
90	90	286	286	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	972																				
90	90	567/2	567/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	973															5					
90	90	286	286	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	974															5					
91	91	288	288	0.0	3/8	3/8	Dynamic	3/4	1	1	0						mf																			
91	91	288	288	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	975									57											
91	91	289	289	0.0	5/8	5/8	Spanner	3/4	1	1	0														57			13								
91	91	289	289	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	976									57			13								
91	91	573/2	573/2	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	977									58						5					
91	91	575/2	575/2	0.0	1/4	1/4	StaffText	3/4	2	1	0								m.g.												5					
91	91	575/2	575/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	978															5					
91	91	577/2	577/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																									
92	92	579/2	579/2	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	979									57			13								
92	92	290	290	0.0	1/8	1/8	Spanner	3/4	1	1	0														57											
92	92	290	290	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura		1/8	1	980									57											
92	92	290	290	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	981		articAccentAbove							57											
92	92	581/2	581/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	982									57											
92	92	292	292	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	983																				
93	93	585/2	585/2	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	984									59											
93	93	293	293	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	985									59											
93	93	587/2	587/2	0.0	1/4	1/4	Spanner	3/4	1	1	0														59		13									
93	93	587/2	587/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	986									59		13									
93	93	1763/6	1763/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	987									59		13									
93	93	1765/6	1765/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	988									59		13									
93	93	589/2	589/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	989									59		13									
93	93	1769/6	1769/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	990									59		13									
93	93	1771/6	1771/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	991									59		13									
94	94	591/2	591/2	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	992									59		13									
94	94	1775/6	1775/6	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	993									59		13									
94	94	1777/6	1777/6	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	994									59		13									
94	94	593/2	593/2	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	995									59		13									
94	94	1781/6	1781/6	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	996									59		13									
94	94	1783/6	1783/6	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	997									59		13									
94	94	595/2	595/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	998									59		13									
95	95	597/2	597/2	0.0	0	0	Spanner	3/4	1	1	0																									
95	95	597/2	597/2	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	999																				
95	95	300	300	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1000									60											
95	95	601/2	601/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1001									60											
95	95	301	301	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1002																				
96	96	603/2	603/2	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1003									61											
96	96	1207/4	1207/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1004									61											
96	96	302	302	0.0	1/8	1/8	Spanner	3/4	1	1	0																14									
96	96	302	302	2.0	1/8	1/8	Chord	3/4	1	1	1/2			1/2	1	1005									62		14									
96	96	304	304	0.0	5/8	5/8	Spanner	3/4	1	1	0																									
96	96	304	304	1.0	5/8	5/8	Chord	3/4	1	1	1/4			1/4	1	1006																				
96	96	603/2	603/2	0.5	0	0	Chord	3/4	1	2	1/8			1/4	1/2	1007		articAccentBelow							63											
97	97	305	305	0.0	0	0	Dynamic	3/4	1	1	0						pp																			
97	97	306	306	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1008																				
97	97	307	307	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1009																				
97	97	306	306	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1010																				
97	97	307	307	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1011																				
97	97	305	305	0.0	0	0	Spanner	3/4	2	1	0																				6					
97	97	305	305	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1012															6					
97	97	307	307	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1013															6					
98	98	309	309	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1014																				
98	98	619/2	619/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1015																				
98	98	310	310	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1016																				
98	98	621/2	621/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1017																				
98	98	309	309	1.5	1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	1018																				
98	98	621/2	621/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1019																				
98	98	308	308	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1020															6					
98	98	621/2	621/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1021															6					
99	99	312	312	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1022																				
99	99	313	313	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1023																				
99	99	312	312	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1024																				
99	99	313	313	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1025																				
99	99	311	311	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1026															6					
99	99	313	313	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1027															6					
100	100	315	315	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1028																				
100	100	631/2	631/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1029																				
100	100	316	316	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1030																				
100	100	633/2	633/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1031																				
100	100	315	315	1.5	1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	1032																				
100	100	633/2	633/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1033																				
100	100	314	314	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1034															6					
100	100	633/2	633/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1035															6					
101	101	317	317	0.0	0	0	Spanner	3/4	1	1	0																15									
101	101	318	318	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1036											15									
101	101	319	319	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1037											15									
101	101	318	318	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1038											15									
101	101	319	319	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1039											15									
101	101	317	317	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1040															6					
101	101	319	319	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1041															6					
102	102	321	321	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1042											15									
102	102	643/2	643/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1043											15									
102	102	322	322	0.0	1/2	1/2	Spanner	3/4	1	1	0																									
102	102	322	322	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1044																				
102	102	645/2	645/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1045																				
102	102	320	320	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1046															6					
102	102	645/2	645/2	0.0	5/8	5/8	Dynamic	3/4	2	1	0						ppp																			
102	102	645/2	645/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																									
102	102	645/2	645/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1047																				
103	103	323	323	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1048		articAccentStaccatoBelow																		
103	103	324	324	0.0	1/4	1/4	Spanner	3/4	2	1	0																	14								
103	103	324	324	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1049		articStaccatoBelow										14								
103	103	325	325	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1050		articStaccatoBelow										14								
104	104	326	326	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1051		articStaccatoBelow										14								
104	104	327	327	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1052		articStaccatoBelow										14								
104	104	328	328	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1053		articStaccatoBelow										14								
105	105	329	329	0.0	0	0	Dynamic	3/4	1	1	0						f																			
105	105	329	329	0.0	0	0	Spanner	3/4	1	1	0																				7	7				
105	105	659/2	659/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																16				7	7				
105	105	659/2	659/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1054		articAccentStaccatoBelow							64		16				7	7				
105	105	661/2	661/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1055		articStaccatoBelow							64		16				7	7				
105	105	663/2	663/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1056		articStaccatoBelow									16				7	7				
105	105	329	329	0.0	0	0	Spanner	3/4	2	1	0																									
105	105	329	329	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1057		articAccentAbove																		
106	106	332	332	0.0	0	0	StaffText	3/4	1	1	0								rall.								16				7	7				
106	106	332	332	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1058											16				7	7				
106	106	665/2	665/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1059									65		16				7	7				
106	106	667/2	667/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1060									65		16				7	7				
106	106	669/2	669/2	0.0	5/8	5/8	Spanner	3/4	1	1	0														65		16									
106	106	669/2	669/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1061									65		16									
107	107	335	335	0.0	0	0	StaffText	3/4	1	1	0								Plus lent																	
107	107	335	335	0.0	0	0	Spanner	3/4	1	1	0																									
107	107	335	335	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1062																				
107	107	671/2	671/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						pp																			
107	107	671/2	671/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1063																				
107	107	673/2	673/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1064																				
107	107	675/2	675/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1065																				
107	107	335	335	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	1066		articAccentBelow																		
107	107	335	335	0.0	0	0	Dynamic	3/4	2	1	0						other-dynamics																			
107	107	335	335	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1067		articAccentBelow							66											
108	108	338	338	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1068																				
108	108	677/2	677/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1069																				
108	108	679/2	679/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1070																				
108	108	681/2	681/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1071																				
108	108	338	338	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	1072		articAccentBelow																		
108	108	338	338	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1073		articAccentBelow							66											
109	109	341	341	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1074																				
109	109	683/2	683/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1075																				
109	109	685/2	685/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1076																				
109	109	687/2	687/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1077																				
109	109	341	341	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1078																				
109	109	342	342	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1079		articAccentBelow																		
109	109	343	343	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1080		articAccentBelow																		
109	109	341	341	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1081									66											
109	109	342	342	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1082		articAccentBelow							66											
109	109	343	343	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1083		articAccentBelow							66											
110	110	344	344	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1084																				
110	110	689/2	689/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1085																				
110	110	691/2	691/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1086																				
110	110	693/2	693/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1087																				
110	110	344	344	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	1088		articAccentBelow																		
110	110	346	346	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1089																				
110	110	344	344	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1090		articAccentBelow							66											
110	110	346	346	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1091																				
111	111	347	347	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1092																				
111	111	695/2	695/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						other-dynamics																			
111	111	695/2	695/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1093									67											
111	111	697/2	697/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1094									67											
111	111	699/2	699/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1095									67											
111	111	348	348	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1096		articStaccatoBelow																		
111	111	697/2	697/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1097		articAccentBelow																		
111	111	349	349	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1098		articStaccatoBelow																		
112	112	350	350	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1099																				
112	112	701/2	701/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1100									68											
112	112	703/2	703/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1101									68											
112	112	705/2	705/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1102									68											
112	112	350	350	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1103		articStaccatoBelow																		
112	112	701/2	701/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1104		articAccentBelow																		
112	112	351	351	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1105		articStaccatoBelow																		
112	112	703/2	703/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1106		articStaccatoBelow																		
112	112	352	352	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1107		articStaccatoBelow																		
113	113	353	353	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1108																				
113	113	707/2	707/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1109									69											
113	113	709/2	709/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1110									69											
113	113	711/2	711/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1111									69											
113	113	353	353	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1112		articStaccatoBelow																		
113	113	707/2	707/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1113		articAccentBelow																		
113	113	354	354	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1114		articStaccatoBelow																		
113	113	355	355	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1115		articStaccatoBelow																		
113	113	711/2	711/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1116		articAccentBelow																		
114	114	356	356	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1117									69											
114	114	713/2	713/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1118																				
114	114	715/2	715/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1119																				
114	114	717/2	717/2	0.0	5/8	5/8	StaffText	3/4	1	1	0								Plus lent																	
114	114	717/2	717/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						mf																			
114	114	717/2	717/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																	15								
114	114	717/2	717/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1120												15								
114	114	717/2	717/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1121									70			15								
114	114	356	356	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1122		articStaccatoBelow																		
114	114	713/2	713/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1123		articAccentBelow																		
114	114	357	357	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1124		articStaccatoBelow																		
114	114	717/2	717/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1125									71											
115	115	359	359	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1126												15								
115	115	719/2	719/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1127												15								
115	115	721/2	721/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																									
115	115	721/2	721/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1128																				
115	115	723/2	723/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1129																				
115	115	359	359	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1130									70											
115	115	719/2	719/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1131									70											
115	115	360	360	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1132									70											
115	115	721/2	721/2	1.5	3/8	3/8	Chord	3/4	1	2	3/8			1/4	3/2	1133		articAccentBelow							70											
115	115	359	359	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1134									71											
115	115	719/2	719/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1135									71											
