mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	TextLine	TextLine_rall.
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0						pp																
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0								<i>dolcissimo</i>														
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0								<i>una corda</i>														
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0									(𝅘𝅥𝅮=144)Trésdoux	72.0	1.0											
1	1	0	0	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	0							0										
1	1	1/4	1/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1							0										
1	1	1/2	1/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2							0										
1	1	3/4	3/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3							0										
1	1	1	1	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	4							0										
1	1	5/4	5/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	5							0										
1	1	3/2	3/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	6							0										
1	1	13/8	13/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	7							0										
1	1	7/4	7/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	8							0										
1	1	15/8	15/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	9																	
1	1	2	2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	10							1										
1	1	9/4	9/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	11							1										
1	1	5/2	5/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	12							1										
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	13							1										
1	1	3	3	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	14							1										
1	1	13/4	13/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	15							1										
1	1	7/2	7/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	16							1										
1	1	29/8	29/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	17							1										
1	1	15/4	15/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	18							1										
1	1	31/8	31/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	19																	
1	1	0	0	0.0	0	0	Spanner	4/4	2	1	0													0	0								
1	1	0	0	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	20								0	0								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	21								0	0								
1	1	1	1	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	22								0	0								
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	23								0	0								
1	1	2	2	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
1	1	2	2	0.0	1/2	1/2	Spanner	4/4	2	1	0													1	1								
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	24								1	1								
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	25								1	1								
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	26								1	1								
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	27								1	1								
2	2	4	4	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	28							2										
2	2	17/4	17/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	29							2										
2	2	9/2	9/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	30							2										
2	2	19/4	19/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	31							2										
2	2	5	5	0.0	1/4	1/4	Spanner	2/4	1	1	0												2				0						
2	2	5	5	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	32							2				0						
2	2	21/4	21/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	33							2				0						
2	2	11/2	11/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	34							2				0						
2	2	23/4	23/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	35											0						
2	2	4	4	0.0	0	0	Spanner	2/4	2	1	0																						
2	2	4	4	0.0	0	0	Spanner	2/4	2	1	0													2	2								
2	2	4	4	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	36								2	2								
2	2	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	37								2	2								
2	2	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	38								2	2								
2	2	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	39								2	2								
3	3	6	6	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	40							3				0						
3	3	25/4	25/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	41							3				0						
3	3	13/2	13/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	42							3				0						
3	3	27/4	27/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	43							3				0						
3	3	7	7	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	44							3				0						
3	3	29/4	29/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	45							3				0						
3	3	15/2	15/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	46							3				0						
3	3	61/8	61/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	47							3				0						
3	3	31/4	31/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	48							3				0						
3	3	63/8	63/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	49											0						
3	3	8	8	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	50							4				0						
3	3	33/4	33/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	51							4				0						
3	3	17/2	17/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	52							4				0						
3	3	35/4	35/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	53							4				0						
3	3	9	9	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	54							4				0						
3	3	37/4	37/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	55							4				0						
3	3	19/2	19/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	56							4				0						
3	3	77/8	77/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	57							4				0						
3	3	39/4	39/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	58							4				0						
3	3	79/8	79/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	59											0						
3	3	6	6	0.0	0	0	Spanner	4/4	2	1	0																						
3	3	6	6	0.0	0	0	Spanner	4/4	2	1	0													3	3								
3	3	6	6	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	60								3	3								
3	3	13/2	13/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	61								3	3								
3	3	7	7	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	62								3	3								
3	3	15/2	15/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	63								3	3								
3	3	8	8	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
3	3	8	8	0.0	1/2	1/2	Spanner	4/4	2	1	0													4	4								
3	3	8	8	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	64								4	4								
3	3	17/2	17/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	65								4	4								
3	3	9	9	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	66								4	4								
3	3	19/2	19/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	67								4	4								
4	4	10	10	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	68							5				0						
4	4	41/4	41/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	69							5				0						
4	4	21/2	21/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	70							5				0						
4	4	43/4	43/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	71											0						
4	4	11	11	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	72							6				0						
4	4	45/4	45/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	73							6				0						
4	4	23/2	23/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	74							6				0						
4	4	47/4	47/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	75											0						
4	4	12	12	0.0	1/2	1/2	Spanner	4/4	1	1	0																						
4	4	12	12	0.125	1/2	1/2	Chord	4/4	1	1	1/32			1/32	1	76							7										
4	4	97/8	97/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32			1/32	1	77							7										
4	4	49/4	49/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32			1/32	1	78							7										
4	4	99/8	99/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	79							7										
4	4	25/2	25/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	80							7										
4	4	101/8	101/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32			1/32	1	81							7										
4	4	51/4	51/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32			1/32	1	82							7										
4	4	103/8	103/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32			1/32	1	83																	
4	4	13	13	0.125	3/4	3/4	Chord	4/4	1	1	1/32			1/32	1	84							8										
4	4	105/8	105/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	85							8										
4	4	53/4	53/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	86							8										
4	4	107/8	107/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	87							8										
4	4	27/2	27/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	88							8										
4	4	109/8	109/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	89							8										
4	4	55/4	55/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	90							8										
4	4	111/8	111/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	91																	
4	4	10	10	0.0	0	0	Spanner	4/4	2	1	0																						
4	4	10	10	0.0	0	0	Spanner	4/4	2	1	0													5	5								
4	4	10	10	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	92							9	5	5								
4	4	21/2	21/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	93							9	5	5								
4	4	11	11	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	94							9	5	5								
4	4	23/2	23/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																						
4	4	23/2	23/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	95																	
4	4	12	12	0.0	1/2	1/2	Spanner	4/4	2	1	0													6	6								
4	4	12	12	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	96								6	6								
4	4	25/2	25/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	97								6	6								
4	4	13	13	0.0	3/4	3/4	Spanner	4/4	2	1	0																						
4	4	13	13	0.0	3/4	3/4	Spanner	4/4	2	1	0													7	7								
4	4	13	13	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	98								7	7								
4	4	27/2	27/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	99								7	7								
5	5	14	14	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	100							10										
5	5	57/4	57/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	101							10										
5	5	29/2	29/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	102							10										
5	5	59/4	59/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	103							10										
5	5	15	15	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	104							10										
5	5	61/4	61/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	105							10										
5	5	31/2	31/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	106							10										
5	5	125/8	125/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	107							10										
5	5	63/4	63/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	108							10										
5	5	127/8	127/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	109																	
5	5	16	16	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	110							11										
5	5	65/4	65/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	111							11										
5	5	33/2	33/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	112							11										
5	5	67/4	67/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	113							11										
5	5	17	17	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	114							11										
5	5	69/4	69/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	115							11										
5	5	35/2	35/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	116							11										
5	5	141/8	141/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	117							11										
5	5	71/4	71/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	118							11										
5	5	143/8	143/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	119																	
5	5	14	14	0.0	0	0	Spanner	4/4	2	1	0																						
5	5	14	14	0.0	0	0	Spanner	4/4	2	1	0													8	8								
5	5	14	14	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	120								8	8								
5	5	31/2	31/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	121								8	8								
5	5	16	16	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
5	5	16	16	0.0	1/2	1/2	Spanner	4/4	2	1	0													9	9								
5	5	16	16	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	122								9	9								
5	5	35/2	35/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	123								9	9								
5	5	29/2	29/2	1.0	1/8	1/8	Chord	4/4	2	2	1/4			1/4	1	124		articAccentAbove						9	9								
5	5	33/2	33/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4			1/4	1	125								9	9								
6	6	18	18	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	126							12										
6	6	73/4	73/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	127							12										
6	6	37/2	37/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	128							12										
6	6	75/4	75/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	129							12										
6	6	19	19	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	130							12										
6	6	77/4	77/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	131							12										
6	6	39/2	39/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	132							12										
6	6	79/4	79/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	133																	
6	6	20	20	0.125	1/2	1/2	Chord	4/4	1	1	1/32			1/32	1	134							13										
6	6	161/8	161/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32			1/32	1	135							13										
6	6	81/4	81/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32			1/32	1	136							13										
6	6	163/8	163/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	137							13										
6	6	165/8	165/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32			1/32	1	138							13										
6	6	83/4	83/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32			1/32	1	139							13										
6	6	167/8	167/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32			1/32	1	140							13										
6	6	21	21	0.125	3/4	3/4	Chord	4/4	1	1	1/32			1/32	1	141							13										
6	6	169/8	169/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	142							13										
6	6	85/4	85/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	143							13										
6	6	171/8	171/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	144																	
6	6	43/2	43/2	0.0	7/8	7/8	Chord	4/4	1	1	0	acciaccatura		1/8	1	145																	
6	6	43/2	43/2	0.0625	7/8	7/8	Chord	4/4	1	1	1/64			1/64	1	146																	
6	6	345/16	345/16	0.0625	57/64	57/64	Chord	4/4	1	1	1/64			1/64	1	147																	
6	6	173/8	173/8	0.0625	29/32	29/32	Chord	4/4	1	1	1/64			1/64	1	148																	
6	6	347/16	347/16	0.0625	59/64	59/64	Chord	4/4	1	1	1/64			1/64	1	149																	
6	6	87/4	87/4	0.0625	15/16	15/16	Chord	4/4	1	1	1/64			1/64	1	150																	
6	6	349/16	349/16	0.0625	61/64	61/64	Chord	4/4	1	1	1/64			1/64	1	151																	
6	6	175/8	175/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64			1/64	1	152																	
6	6	351/16	351/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64			1/64	1	153																	
6	6	18	18	0.0	0	0	Spanner	4/4	2	1	0																						
6	6	18	18	0.0	0	0	Spanner	4/4	2	1	0													10	10								
6	6	18	18	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	154								10	10								
6	6	20	20	0.0	1/2	1/2	Spanner	4/4	2	1	0													10	10					0			
6	6	41/2	41/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																			0			
6	6	37/2	37/2	1.0	1/8	1/8	Chord	4/4	2	2	1/4			1/4	1	155		articAccentAbove												0			
6	6	39/2	39/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	156		articAccentAbove												0			
6	6	20	20	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	157														0			
6	6	41/2	41/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	158														0			
6	6	21	21	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	159														0			
6	6	43/2	43/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	160														0			
7	7	22	22	0.0	0	0	Dynamic	4/4	1	1	0						pp																
7	7	22	22	0.0	0	0	Chord	4/4	1	1	0	acciaccatura		1/8	1	161																	
7	7	22	22	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	162							14										
7	7	89/4	89/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	163							14										
7	7	45/2	45/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	164							14										
7	7	91/4	91/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	165							14										
7	7	23	23	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	166							14										
7	7	93/4	93/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	167							14										
7	7	47/2	47/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	168							14										
7	7	189/8	189/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	169							14										
7	7	95/4	95/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	170							14										
7	7	191/8	191/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	171																	
7	7	24	24	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	172							15										
7	7	97/4	97/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	173							15										
7	7	49/2	49/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	174							15										
7	7	99/4	99/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	175							15										
7	7	25	25	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	176							15										
7	7	101/4	101/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	177							15										
7	7	51/2	51/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	178							15										
7	7	205/8	205/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	179							15										
7	7	103/4	103/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	180							15										
7	7	207/8	207/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	181																	
7	7	22	22	0.0	0	0	Spanner	4/4	2	1	0																						
7	7	22	22	0.0	0	0	Spanner	4/4	2	1	0													11	11								
7	7	22	22	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	182								11	11								
7	7	45/2	45/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	183								11	11								
7	7	23	23	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	184								11	11								
7	7	47/2	47/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	185								11	11								
7	7	24	24	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
7	7	24	24	0.0	1/2	1/2	Spanner	4/4	2	1	0													12	12								
7	7	24	24	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	186								12	12								
7	7	49/2	49/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	187								12	12								
7	7	25	25	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	188								12	12								
7	7	51/2	51/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	189								12	12								
8	8	26	26	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	190							16										
8	8	105/4	105/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	191							16										
8	8	53/2	53/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	192							16										
8	8	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	193							16										
8	8	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	194							16										
8	8	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	195							16										
8	8	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	196							16										
8	8	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	197																	
8	8	26	26	0.0	0	0	Spanner	2/4	2	1	0																						
8	8	26	26	0.0	0	0	Spanner	2/4	2	1	0													13	13								
8	8	26	26	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	198								13	13								
8	8	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	199								13	13								
8	8	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	200								13	13								
8	8	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	201								13	13								
9	9	28	28	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	202							17										
9	9	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	203							17										
9	9	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	204							17										
9	9	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	205							17										
9	9	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	206							17										
9	9	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	207							17										
9	9	59/2	59/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	208							17										
9	9	237/8	237/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	209							17										
9	9	119/4	119/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	210							17										
9	9	239/8	239/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	211																	
9	9	30	30	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	212							18										
9	9	121/4	121/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	213							18										
9	9	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	214							18										
9	9	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	215							18										
9	9	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	216							18										
9	9	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	217							18										
9	9	63/2	63/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	218							18										
9	9	253/8	253/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	219							18										
9	9	127/4	127/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	220							18										
9	9	255/8	255/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	221																	
9	9	28	28	0.0	0	0	Spanner	4/4	2	1	0																						
9	9	28	28	0.0	0	0	Spanner	4/4	2	1	0													14	14								
9	9	28	28	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	222							19	14	14								
9	9	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	223								14	14								
9	9	29	29	0.0	1/4	1/4	Spanner	4/4	2	1	0																						
9	9	29	29	0.0	1/4	1/4	Spanner	4/4	2	1	0													15	15								
9	9	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	224							20	15	15								
9	9	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	225								15	15								
9	9	30	30	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
9	9	30	30	0.0	1/2	1/2	Spanner	4/4	2	1	0													16	16								
9	9	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	226							21	16	16								
9	9	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	227								16	16								
9	9	31	31	0.0	3/4	3/4	Spanner	4/4	2	1	0													17	17								
9	9	31	31	0.0	3/4	3/4	Spanner	4/4	2	1	0													17	17								
9	9	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	228							22	17	17								
9	9	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	229								17	17								
10	10	32	32	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	230							23										
10	10	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	231							23										
10	10	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	232							23										
10	10	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	233							23										
10	10	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	234							23										
10	10	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	235							23										
10	10	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	236							23										
10	10	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	237																	
10	10	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	238							24										
10	10	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	239							24										
