mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	TextLine	TextLine_rall.
71	71	3127/12	3127/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	2508																	
71	71	3131/12	3131/12	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	2509							409										
71	71	3133/12	3133/12	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	2510																	
71	71	3137/12	3137/12	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	2511							410										
71	71	3139/12	3139/12	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	2512																	
71	71	3143/12	3143/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	2513							411										
71	71	3145/12	3145/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	2514																	
71	71	3149/12	3149/12	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	2515							412										
71	71	3151/12	3151/12	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	2516																	
71	71	3155/12	3155/12	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	2517							413										
71	71	3157/12	3157/12	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	2518																	
71	71	3113/12	3113/12	0.3333333333333333	1/24	1/24	Chord	4/4	1	2	1/12			1/8	2/3	2519																	
71	71	3119/12	3119/12	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12			1/8	2/3	2520																	
71	71	3125/12	3125/12	0.3333333333333333	7/24	7/24	Chord	4/4	1	2	1/12			1/8	2/3	2521																	
71	71	3131/12	3131/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12			1/8	2/3	2522																	
71	71	3137/12	3137/12	0.3333333333333333	13/24	13/24	Chord	4/4	1	2	1/12			1/8	2/3	2523																	
71	71	3143/12	3143/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12			1/8	2/3	2524																	
71	71	3149/12	3149/12	0.3333333333333333	19/24	19/24	Chord	4/4	1	2	1/12			1/8	2/3	2525																	
71	71	3155/12	3155/12	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	2526																	
71	71	1037/4	1037/4	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2527																	
71	71	1039/4	1039/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2528																	
71	71	1041/4	1041/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2529																	
71	71	1043/4	1043/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2530																	
71	71	1045/4	1045/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2531																	
71	71	1047/4	1047/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2532																	
71	71	1049/4	1049/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2533																	
71	71	1051/4	1051/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2534																	
72	72	1053/4	1053/4	0.0	0	0	Dynamic	4/4	1	1	0						ppp																
72	72	1053/4	1053/4	0.0	0	0	StaffText	4/4	1	1	0								<i>tre corde</i>														
72	72	1053/4	1053/4	0.0	0	0	StaffText	4/4	1	1	0								<i>rapido molto</i>														
72	72	1053/4	1053/4	0.0	0	0	Spanner	4/4	1	1	0																				9		
72	72	1053/4	1053/4	0.07142857142857142	0	0	Chord	4/4	1	1	1/56			1/32	4/7	2535							414								9		
72	72	7373/28	7373/28	0.07142857142857142	1/56	1/56	Chord	4/4	1	1	1/56			1/32	4/7	2536							414								9		
72	72	7375/28	7375/28	0.07142857142857142	1/28	1/28	Chord	4/4	1	1	1/56			1/32	4/7	2537							414								9		
72	72	7377/28	7377/28	0.07142857142857142	3/56	3/56	Chord	4/4	1	1	1/56			1/32	4/7	2538							414								9		
72	72	7379/28	7379/28	0.07142857142857142	1/14	1/14	Chord	4/4	1	1	1/56			1/32	4/7	2539							414								9		
72	72	7381/28	7381/28	0.07142857142857142	5/56	5/56	Chord	4/4	1	1	1/56			1/32	4/7	2540							414								9		
72	72	7383/28	7383/28	0.07142857142857142	3/28	3/28	Chord	4/4	1	1	1/56			1/32	4/7	2541															9		
72	72	1055/4	1055/4	0.07142857142857142	1/8	1/8	Chord	4/4	1	1	1/56			1/32	4/7	2542							415								9		
72	72	7387/28	7387/28	0.07142857142857142	1/7	1/7	Chord	4/4	1	1	1/56			1/32	4/7	2543							415								9		
72	72	7389/28	7389/28	0.07142857142857142	9/56	9/56	Chord	4/4	1	1	1/56			1/32	4/7	2544							415								9		
72	72	7391/28	7391/28	0.07142857142857142	5/28	5/28	Chord	4/4	1	1	1/56			1/32	4/7	2545							415								9		
72	72	7393/28	7393/28	0.07142857142857142	11/56	11/56	Chord	4/4	1	1	1/56			1/32	4/7	2546							415								9		
72	72	7395/28	7395/28	0.07142857142857142	3/14	3/14	Chord	4/4	1	1	1/56			1/32	4/7	2547							415								9		
72	72	7397/28	7397/28	0.07142857142857142	13/56	13/56	Chord	4/4	1	1	1/56			1/32	4/7	2548															9		
72	72	1057/4	1057/4	0.07142857142857142	1/4	1/4	Chord	4/4	1	1	1/56			1/32	4/7	2549							416								9		
72	72	7401/28	7401/28	0.07142857142857142	15/56	15/56	Chord	4/4	1	1	1/56			1/32	4/7	2550							416								9		
72	72	7403/28	7403/28	0.07142857142857142	2/7	2/7	Chord	4/4	1	1	1/56			1/32	4/7	2551							416								9		
72	72	7405/28	7405/28	0.07142857142857142	17/56	17/56	Chord	4/4	1	1	1/56			1/32	4/7	2552							416								9		
72	72	7407/28	7407/28	0.07142857142857142	9/28	9/28	Chord	4/4	1	1	1/56			1/32	4/7	2553							416								9		
72	72	7409/28	7409/28	0.07142857142857142	19/56	19/56	Chord	4/4	1	1	1/56			1/32	4/7	2554							416								9		
72	72	7411/28	7411/28	0.07142857142857142	5/14	5/14	Chord	4/4	1	1	1/56			1/32	4/7	2555															9		
72	72	1059/4	1059/4	0.07142857142857142	3/8	3/8	Chord	4/4	1	1	1/56			1/32	4/7	2556							417								9		
72	72	7415/28	7415/28	0.07142857142857142	11/28	11/28	Chord	4/4	1	1	1/56			1/32	4/7	2557							417								9		
72	72	7417/28	7417/28	0.07142857142857142	23/56	23/56	Chord	4/4	1	1	1/56			1/32	4/7	2558							417								9		
72	72	7419/28	7419/28	0.07142857142857142	3/7	3/7	Chord	4/4	1	1	1/56			1/32	4/7	2559							417								9		
72	72	7421/28	7421/28	0.07142857142857142	25/56	25/56	Chord	4/4	1	1	1/56			1/32	4/7	2560							417								9		
72	72	7423/28	7423/28	0.07142857142857142	13/28	13/28	Chord	4/4	1	1	1/56			1/32	4/7	2561							417								9		
72	72	7425/28	7425/28	0.07142857142857142	27/56	27/56	Chord	4/4	1	1	1/56			1/32	4/7	2562															9		
72	72	1061/4	1061/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																14				9		
72	72	1061/4	1061/4	0.07142857142857142	1/2	1/2	Chord	4/4	1	1	1/56			1/32	4/7	2563							418				14				9		
72	72	7429/28	7429/28	0.07142857142857142	29/56	29/56	Chord	4/4	1	1	1/56			1/32	4/7	2564							418				14				9		
72	72	7431/28	7431/28	0.07142857142857142	15/28	15/28	Chord	4/4	1	1	1/56			1/32	4/7	2565							418				14				9		
72	72	7433/28	7433/28	0.07142857142857142	31/56	31/56	Chord	4/4	1	1	1/56			1/32	4/7	2566							418				14				9		
72	72	7435/28	7435/28	0.07142857142857142	4/7	4/7	Chord	4/4	1	1	1/56			1/32	4/7	2567							418				14				9		
72	72	7437/28	7437/28	0.07142857142857142	33/56	33/56	Chord	4/4	1	1	1/56			1/32	4/7	2568							418				14				9		
72	72	7439/28	7439/28	0.07142857142857142	17/28	17/28	Chord	4/4	1	1	1/56			1/32	4/7	2569											14				9		
72	72	1063/4	1063/4	0.0	5/8	5/8	Dynamic	4/4	1	1	0						fff										14						
72	72	1063/4	1063/4	0.0	5/8	5/8	Spanner	4/4	1	1	0																14						
72	72	1063/4	1063/4	0.05	5/8	5/8	Chord	4/4	1	1	1/80			1/32	2/5	2570							419				14						
72	72	1329/5	1329/5	0.05	51/80	51/80	Chord	4/4	1	1	1/80			1/32	2/5	2571							419				14						
72	72	5317/20	5317/20	0.05	13/20	13/20	Chord	4/4	1	1	1/80			1/32	2/5	2572							419				14						
72	72	2659/10	2659/10	0.05	53/80	53/80	Chord	4/4	1	1	1/80			1/32	2/5	2573							419				14						
72	72	5319/20	5319/20	0.05	27/40	27/40	Chord	4/4	1	1	1/80			1/32	2/5	2574											14						
72	72	266	266	0.0	11/16	11/16	Spanner	4/4	1	1	0																						
72	72	266	266	0.05	11/16	11/16	Chord	4/4	1	1	1/80			1/32	2/5	2575							420										
72	72	5321/20	5321/20	0.05	7/10	7/10	Chord	4/4	1	1	1/80			1/32	2/5	2576							420										
72	72	2661/10	2661/10	0.05	57/80	57/80	Chord	4/4	1	1	1/80			1/32	2/5	2577							420										
72	72	5323/20	5323/20	0.05	29/40	29/40	Chord	4/4	1	1	1/80			1/32	2/5	2578							420										
72	72	1331/5	1331/5	0.05	59/80	59/80	Chord	4/4	1	1	1/80			1/32	2/5	2579																	
72	72	1065/4	1065/4	0.05	3/4	3/4	Chord	4/4	1	1	1/80			1/32	2/5	2580							421										
72	72	2663/10	2663/10	0.05	61/80	61/80	Chord	4/4	1	1	1/80			1/32	2/5	2581							421										
72	72	5327/20	5327/20	0.05	31/40	31/40	Chord	4/4	1	1	1/80			1/32	2/5	2582							421										
72	72	1332/5	1332/5	0.05	63/80	63/80	Chord	4/4	1	1	1/80			1/32	2/5	2583							421										
72	72	5329/20	5329/20	0.05	4/5	4/5	Chord	4/4	1	1	1/80			1/32	2/5	2584																	
72	72	533/2	533/2	0.0	13/16	13/16	Spanner	4/4	1	1	0																15						
72	72	533/2	533/2	0.05	13/16	13/16	Chord	4/4	1	1	1/80			1/32	2/5	2585							422				15						
72	72	5331/20	5331/20	0.05	33/40	33/40	Chord	4/4	1	1	1/80			1/32	2/5	2586							422				15						
72	72	1333/5	1333/5	0.05	67/80	67/80	Chord	4/4	1	1	1/80			1/32	2/5	2587							422				15						
72	72	5333/20	5333/20	0.05	17/20	17/20	Chord	4/4	1	1	1/80			1/32	2/5	2588							422				15						
72	72	2667/10	2667/10	0.05	69/80	69/80	Chord	4/4	1	1	1/80			1/32	2/5	2589											15						
72	72	1067/4	1067/4	0.05	7/8	7/8	Chord	4/4	1	1	1/80			1/32	2/5	2590							423				15						
72	72	1334/5	1334/5	0.05	71/80	71/80	Chord	4/4	1	1	1/80			1/32	2/5	2591							423				15						
72	72	5337/20	5337/20	0.05	9/10	9/10	Chord	4/4	1	1	1/80			1/32	2/5	2592							423				15						
72	72	2669/10	2669/10	0.05	73/80	73/80	Chord	4/4	1	1	1/80			1/32	2/5	2593							423				15						
72	72	5339/20	5339/20	0.05	37/40	37/40	Chord	4/4	1	1	1/80			1/32	2/5	2594											15						
72	72	267	267	0.0	15/16	15/16	Spanner	4/4	1	1	0																						
72	72	267	267	0.05	15/16	15/16	Chord	4/4	1	1	1/80			1/32	2/5	2595																	
72	72	5341/20	5341/20	0.05	19/20	19/20	Chord	4/4	1	1	1/80			1/32	2/5	2596																	
72	72	2671/10	2671/10	0.05	77/80	77/80	Chord	4/4	1	1	1/80			1/32	2/5	2597																	
72	72	5343/20	5343/20	0.05	39/40	39/40	Chord	4/4	1	1	1/80			1/32	2/5	2598																	
72	72	1336/5	1336/5	0.05	79/80	79/80	Chord	4/4	1	1	1/80			1/32	2/5	2599																	
72	72	1053/4	1053/4	0.0	0	0	Spanner	4/4	2	1	0													170	170								
73	72	1069/4	1069/4	0.0	0	0	Dynamic	4/4	1	1	0						mp																
73	72	1069/4	1069/4	0.0	0	0	Spanner	4/4	1	1	0																				10		
73	72	1069/4	1069/4	0.0	0	0	Spanner	4/4	1	1	0													171	171						10		
73	72	1069/4	1069/4	0.1	0	0	Chord	4/4	1	1	1/40			1/32	4/5	2600								171	171						10		
73	72	5347/20	5347/20	0.1	1/40	1/40	Chord	4/4	1	1	1/40			1/32	4/5	2601								171	171						10		
73	72	5349/20	5349/20	0.1	1/20	1/20	Chord	4/4	1	1	1/40			1/32	4/5	2602								171	171						10		
73	72	5351/20	5351/20	0.1	3/40	3/40	Chord	4/4	1	1	1/40			1/32	4/5	2603								171	171						10		
73	72	5353/20	5353/20	0.1	1/10	1/10	Chord	4/4	1	1	1/40			1/32	4/5	2604								171	171						10		
73	72	1071/4	1071/4	0.1	1/8	1/8	Chord	4/4	1	1	1/40			1/32	4/5	2605								171	171						10		
73	72	5357/20	5357/20	0.1	3/20	3/20	Chord	4/4	1	1	1/40			1/32	4/5	2606								171	171						10		
73	72	5359/20	5359/20	0.1	7/40	7/40	Chord	4/4	1	1	1/40			1/32	4/5	2607								171	171						10		
73	72	5361/20	5361/20	0.1	1/5	1/5	Chord	4/4	1	1	1/40			1/32	4/5	2608								171	171						10		
73	72	5363/20	5363/20	0.1	9/40	9/40	Chord	4/4	1	1	1/40			1/32	4/5	2609								171	171						10		
73	72	1073/4	1073/4	0.1	1/4	1/4	Chord	4/4	1	1	1/40			1/32	4/5	2610								171	171						10		
73	72	5367/20	5367/20	0.1	11/40	11/40	Chord	4/4	1	1	1/40			1/32	4/5	2611								171	171						10		
73	72	5369/20	5369/20	0.1	3/10	3/10	Chord	4/4	1	1	1/40			1/32	4/5	2612								171	171						10		
73	72	5371/20	5371/20	0.1	13/40	13/40	Chord	4/4	1	1	1/40			1/32	4/5	2613								171	171						10		
73	72	5373/20	5373/20	0.1	7/20	7/20	Chord	4/4	1	1	1/40			1/32	4/5	2614								171	171						10		
73	72	1075/4	1075/4	0.1	3/8	3/8	Chord	4/4	1	1	1/40			1/32	4/5	2615								171	171						10		
73	72	5377/20	5377/20	0.1	2/5	2/5	Chord	4/4	1	1	1/40			1/32	4/5	2616								171	171						10		
73	72	5379/20	5379/20	0.1	17/40	17/40	Chord	4/4	1	1	1/40			1/32	4/5	2617								171	171						10		
73	72	5381/20	5381/20	0.1	9/20	9/20	Chord	4/4	1	1	1/40			1/32	4/5	2618								171	171						10		
73	72	5383/20	5383/20	0.1	19/40	19/40	Chord	4/4	1	1	1/40			1/32	4/5	2619								171	171						10		
73	72	1077/4	1077/4	0.1	1/2	1/2	Chord	4/4	1	1	1/40			1/32	4/5	2620								171	171						10		
73	72	5387/20	5387/20	0.1	21/40	21/40	Chord	4/4	1	1	1/40			1/32	4/5	2621								171	171						10		
73	72	5389/20	5389/20	0.1	11/20	11/20	Chord	4/4	1	1	1/40			1/32	4/5	2622								171	171						10		
73	72	5391/20	5391/20	0.1	23/40	23/40	Chord	4/4	1	1	1/40			1/32	4/5	2623								171	171						10		
73	72	5393/20	5393/20	0.1	3/5	3/5	Chord	4/4	1	1	1/40			1/32	4/5	2624								171	171						10		
73	72	1079/4	1079/4	0.1	5/8	5/8	Chord	4/4	1	1	1/40			1/32	4/5	2625								171	171						10		
73	72	5397/20	5397/20	0.1	13/20	13/20	Chord	4/4	1	1	1/40			1/32	4/5	2626								171	171						10		
73	72	5399/20	5399/20	0.1	27/40	27/40	Chord	4/4	1	1	1/40			1/32	4/5	2627								171	171						10		
73	72	5401/20	5401/20	0.1	7/10	7/10	Chord	4/4	1	1	1/40			1/32	4/5	2628								171	171						10		
73	72	5403/20	5403/20	0.1	29/40	29/40	Chord	4/4	1	1	1/40			1/32	4/5	2629								171	171						10		
73	72	1081/4	1081/4	0.1	3/4	3/4	Chord	4/4	1	1	1/40			1/32	4/5	2630								171	171						10		
73	72	5407/20	5407/20	0.1	31/40	31/40	Chord	4/4	1	1	1/40			1/32	4/5	2631								171	171						10		
73	72	5409/20	5409/20	0.1	4/5	4/5	Chord	4/4	1	1	1/40			1/32	4/5	2632								171	171						10		
73	72	5411/20	5411/20	0.1	33/40	33/40	Chord	4/4	1	1	1/40			1/32	4/5	2633								171	171						10		
73	72	5413/20	5413/20	0.1	17/20	17/20	Chord	4/4	1	1	1/40			1/32	4/5	2634								171	171						10		
73	72	1083/4	1083/4	0.1	7/8	7/8	Chord	4/4	1	1	1/40			1/32	4/5	2635								171	171						10		
73	72	5417/20	5417/20	0.1	9/10	9/10	Chord	4/4	1	1	1/40			1/32	4/5	2636								171	171						10		
73	72	5419/20	5419/20	0.1	37/40	37/40	Chord	4/4	1	1	1/40			1/32	4/5	2637								171	171						10		
73	72	5421/20	5421/20	0.1	19/20	19/20	Chord	4/4	1	1	1/40			1/32	4/5	2638								171	171						10		
73	72	5423/20	5423/20	0.1	39/40	39/40	Chord	4/4	1	1	1/40			1/32	4/5	2639								171	171						10		
73	72	1085/4	1085/4	0.0	1	1	Dynamic	4/4	1	1	0						f																
73	72	1085/4	1085/4	0.0	1	1	Spanner	4/4	1	1	0																						
73	72	1085/4	1085/4	0.0	1	1	Spanner	4/4	1	1	0																						
73	72	1085/4	1085/4	0.0	1	1	Spanner	4/4	1	1	0																			20			
73	72	1085/4	1085/4	0.0	1	1	Spanner	4/4	1	1	0													172	172					20			
73	72	1085/4	1085/4	0.1	1	1	Chord	4/4	1	1	1/40			1/32	4/5	2640								172	172					20			
73	72	5427/20	5427/20	0.1	41/40	41/40	Chord	4/4	1	1	1/40			1/32	4/5	2641								172	172					20			
73	72	5429/20	5429/20	0.1	21/20	21/20	Chord	4/4	1	1	1/40			1/32	4/5	2642								172	172					20			
73	72	5431/20	5431/20	0.1	43/40	43/40	Chord	4/4	1	1	1/40			1/32	4/5	2643								172	172					20			
73	72	5433/20	5433/20	0.1	11/10	11/10	Chord	4/4	1	1	1/40			1/32	4/5	2644								172	172					20			
73	72	1087/4	1087/4	0.1	9/8	9/8	Chord	4/4	1	1	1/40			1/32	4/5	2645								172	172					20			
73	72	5437/20	5437/20	0.1	23/20	23/20	Chord	4/4	1	1	1/40			1/32	4/5	2646								172	172					20			
73	72	5439/20	5439/20	0.1	47/40	47/40	Chord	4/4	1	1	1/40			1/32	4/5	2647								172	172					20			
73	72	5441/20	5441/20	0.1	6/5	6/5	Chord	4/4	1	1	1/40			1/32	4/5	2648								172	172					20			
73	72	5443/20	5443/20	0.1	49/40	49/40	Chord	4/4	1	1	1/40			1/32	4/5	2649								172	172					20			
73	72	1089/4	1089/4	0.1	5/4	5/4	Chord	4/4	1	1	1/40			1/32	4/5	2650								172	172					20			
73	72	5447/20	5447/20	0.1	51/40	51/40	Chord	4/4	1	1	1/40			1/32	4/5	2651								172	172					20			
73	72	5449/20	5449/20	0.1	13/10	13/10	Chord	4/4	1	1	1/40			1/32	4/5	2652								172	172					20			
73	72	5451/20	5451/20	0.1	53/40	53/40	Chord	4/4	1	1	1/40			1/32	4/5	2653								172	172					20			
73	72	5453/20	5453/20	0.1	27/20	27/20	Chord	4/4	1	1	1/40			1/32	4/5	2654								172	172					20			
73	72	1091/4	1091/4	0.1	11/8	11/8	Chord	4/4	1	1	1/40			1/32	4/5	2655								172	172					20			
73	72	5457/20	5457/20	0.1	7/5	7/5	Chord	4/4	1	1	1/40			1/32	4/5	2656								172	172					20			
73	72	5459/20	5459/20	0.1	57/40	57/40	Chord	4/4	1	1	1/40			1/32	4/5	2657								172	172					20			
73	72	5461/20	5461/20	0.1	29/20	29/20	Chord	4/4	1	1	1/40			1/32	4/5	2658								172	172					20			
73	72	5463/20	5463/20	0.1	59/40	59/40	Chord	4/4	1	1	1/40			1/32	4/5	2659								172	172					20			
73	72	1093/4	1093/4	0.1	3/2	3/2	Chord	4/4	1	1	1/40			1/32	4/5	2660								172	172					20			
73	72	5467/20	5467/20	0.1	61/40	61/40	Chord	4/4	1	1	1/40			1/32	4/5	2661								172	172					20			
73	72	5469/20	5469/20	0.1	31/20	31/20	Chord	4/4	1	1	1/40			1/32	4/5	2662								172	172					20			
73	72	5471/20	5471/20	0.1	63/40	63/40	Chord	4/4	1	1	1/40			1/32	4/5	2663								172	172					20			
73	72	5473/20	5473/20	0.1	8/5	8/5	Chord	4/4	1	1	1/40			1/32	4/5	2664								172	172					20			
73	72	1095/4	1095/4	0.1	13/8	13/8	Chord	4/4	1	1	1/40			1/32	4/5	2665								172	172					20			
73	72	5477/20	5477/20	0.1	33/20	33/20	Chord	4/4	1	1	1/40			1/32	4/5	2666								172	172					20			
73	72	5479/20	5479/20	0.1	67/40	67/40	Chord	4/4	1	1	1/40			1/32	4/5	2667								172	172					20			
73	72	5481/20	5481/20	0.1	17/10	17/10	Chord	4/4	1	1	1/40			1/32	4/5	2668								172	172					20			
73	72	5483/20	5483/20	0.1	69/40	69/40	Chord	4/4	1	1	1/40			1/32	4/5	2669								172	172					20			
73	72	1069/4	1069/4	0.0	0	0	Spanner	4/4	2	1	0																						
74	72	1097/4	1097/4	0.0	0	0	Spanner	4/4	1	1	0													172	172								
74	72	1097/4	1097/4	0.1	0	0	Chord	4/4	1	1	1/40			1/32	4/5	2670								172	172								
74	72	5487/20	5487/20	0.1	1/40	1/40	Chord	4/4	1	1	1/40			1/32	4/5	2671								172	172								
74	72	5489/20	5489/20	0.1	1/20	1/20	Chord	4/4	1	1	1/40			1/32	4/5	2672								172	172								
74	72	5491/20	5491/20	0.1	3/40	3/40	Chord	4/4	1	1	1/40			1/32	4/5	2673								172	172								
74	72	5493/20	5493/20	0.1	1/10	1/10	Chord	4/4	1	1	1/40			1/32	4/5	2674								172	172								
74	72	1099/4	1099/4	0.1	1/8	1/8	Chord	4/4	1	1	1/40			1/32	4/5	2675								172	172								
74	72	5497/20	5497/20	0.1	3/20	3/20	Chord	4/4	1	1	1/40			1/32	4/5	2676								172	172								
74	72	5499/20	5499/20	0.1	7/40	7/40	Chord	4/4	1	1	1/40			1/32	4/5	2677								172	172								
74	72	5501/20	5501/20	0.1	1/5	1/5	Chord	4/4	1	1	1/40			1/32	4/5	2678								172	172								
74	72	5503/20	5503/20	0.1	9/40	9/40	Chord	4/4	1	1	1/40			1/32	4/5	2679								172	172								
74	72	1101/4	1101/4	0.0	1/4	1/4	Dynamic	4/4	1	1	0						mf																
74	72	1101/4	1101/4	0.0	1/4	1/4	Spanner	4/4	1	1	0																						
74	72	1101/4	1101/4	0.0	1/4	1/4	Spanner	4/4	1	1	0													173	173								
74	72	1101/4	1101/4	0.1	1/4	1/4	Chord	4/4	1	1	1/40			1/32	4/5	2680								173	173								
74	72	5507/20	5507/20	0.1	11/40	11/40	Chord	4/4	1	1	1/40			1/32	4/5	2681								173	173								
74	72	5509/20	5509/20	0.1	3/10	3/10	Chord	4/4	1	1	1/40			1/32	4/5	2682								173	173								
74	72	5511/20	5511/20	0.1	13/40	13/40	Chord	4/4	1	1	1/40			1/32	4/5	2683								173	173								
74	72	5513/20	5513/20	0.0	7/20	7/20	Spanner	4/4	1	1	0													173	173				0				
74	72	5513/20	5513/20	0.1	7/20	7/20	Chord	4/4	1	1	1/40			1/32	4/5	2684								173	173				0				
74	72	1103/4	1103/4	0.1	3/8	3/8	Chord	4/4	1	1	1/40			1/32	4/5	2685								173	173				0				
74	72	5517/20	5517/20	0.1	2/5	2/5	Chord	4/4	1	1	1/40			1/32	4/5	2686								173	173				0				
74	72	5519/20	5519/20	0.1	17/40	17/40	Chord	4/4	1	1	1/40			1/32	4/5	2687								173	173				0				
74	72	5521/20	5521/20	0.1	9/20	9/20	Chord	4/4	1	1	1/40			1/32	4/5	2688								173	173				0				
74	72	5523/20	5523/20	0.1	19/40	19/40	Chord	4/4	1	1	1/40			1/32	4/5	2689								173	173				0				
74	72	1105/4	1105/4	0.1	1/2	1/2	Chord	4/4	1	1	1/40			1/32	4/5	2690								173	173				0				
74	72	5527/20	5527/20	0.1	21/40	21/40	Chord	4/4	1	1	1/40			1/32	4/5	2691								173	173				0				
74	72	5529/20	5529/20	0.1	11/20	11/20	Chord	4/4	1	1	1/40			1/32	4/5	2692								173	173				0				
74	72	5531/20	5531/20	0.1	23/40	23/40	Chord	4/4	1	1	1/40			1/32	4/5	2693								173	173				0				
74	72	5533/20	5533/20	0.1	3/5	3/5	Chord	4/4	1	1	1/40			1/32	4/5	2694								173	173				0				
74	72	1107/4	1107/4	0.1	5/8	5/8	Chord	4/4	1	1	1/40			1/32	4/5	2695								173	173				0				
74	72	5537/20	5537/20	0.1	13/20	13/20	Chord	4/4	1	1	1/40			1/32	4/5	2696								173	173				0				
74	72	5539/20	5539/20	0.1	27/40	27/40	Chord	4/4	1	1	1/40			1/32	4/5	2697								173	173				0				
74	72	5541/20	5541/20	0.1	7/10	7/10	Chord	4/4	1	1	1/40			1/32	4/5	2698								173	173				0				
74	72	5543/20	5543/20	0.1	29/40	29/40	Chord	4/4	1	1	1/40			1/32	4/5	2699								173	173				0				
74	72	1109/4	1109/4	0.1	3/4	3/4	Chord	4/4	1	1	1/40			1/32	4/5	2700								173	173				0				
74	72	5547/20	5547/20	0.1	31/40	31/40	Chord	4/4	1	1	1/40			1/32	4/5	2701								173	173				0				
74	72	5549/20	5549/20	0.1	4/5	4/5	Chord	4/4	1	1	1/40			1/32	4/5	2702								173	173				0				
74	72	5551/20	5551/20	0.1	33/40	33/40	Chord	4/4	1	1	1/40			1/32	4/5	2703								173	173				0				
74	72	5553/20	5553/20	0.1	17/20	17/20	Chord	4/4	1	1	1/40			1/32	4/5	2704								173	173				0				
74	72	1111/4	1111/4	0.1	7/8	7/8	Chord	4/4	1	1	1/40			1/32	4/5	2705								173	173				0				
74	72	5557/20	5557/20	0.1	9/10	9/10	Chord	4/4	1	1	1/40			1/32	4/5	2706								173	173				0				
74	72	5559/20	5559/20	0.1	37/40	37/40	Chord	4/4	1	1	1/40			1/32	4/5	2707								173	173				0				
74	72	5561/20	5561/20	0.1	19/20	19/20	Chord	4/4	1	1	1/40			1/32	4/5	2708								173	173				0				
74	72	5563/20	5563/20	0.1	39/40	39/40	Chord	4/4	1	1	1/40			1/32	4/5	2709								173	173				0				
74	72	1113/4	1113/4	0.1	1	1	Chord	4/4	1	1	1/40			1/32	4/5	2710								173	173				0				
74	72	5567/20	5567/20	0.1	41/40	41/40	Chord	4/4	1	1	1/40			1/32	4/5	2711								173	173				0				
74	72	5569/20	5569/20	0.1	21/20	21/20	Chord	4/4	1	1	1/40			1/32	4/5	2712								173	173				0				
74	72	5571/20	5571/20	0.1	43/40	43/40	Chord	4/4	1	1	1/40			1/32	4/5	2713								173	173				0				
74	72	5573/20	5573/20	0.1	11/10	11/10	Chord	4/4	1	1	1/40			1/32	4/5	2714								173	173				0				
74	72	1115/4	1115/4	0.1	9/8	9/8	Chord	4/4	1	1	1/40			1/32	4/5	2715								173	173				0				
74	72	5577/20	5577/20	0.1	23/20	23/20	Chord	4/4	1	1	1/40			1/32	4/5	2716								173	173				0				
74	72	5579/20	5579/20	0.1	47/40	47/40	Chord	4/4	1	1	1/40			1/32	4/5	2717								173	173				0				
74	72	5581/20	5581/20	0.1	6/5	6/5	Chord	4/4	1	1	1/40			1/32	4/5	2718								173	173				0				
74	72	5583/20	5583/20	0.1	49/40	49/40	Chord	4/4	1	1	1/40			1/32	4/5	2719								173	173				0				
74	72	1117/4	1117/4	0.0	5/4	5/4	Dynamic	4/4	1	1	0						p																
74	72	1117/4	1117/4	0.0	5/4	5/4	Spanner	4/4	1	1	0																						
