mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
1	1	3/2	3/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	23									2	0							
1	1	19/12	19/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	24									2	0							
1	1	5/3	5/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	25									2	0							
1	1	7/4	7/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	26									2	0							
1	1	11/6	11/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	27									2	0							
1	1	23/12	23/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	28										0							
2	2	2	2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	29									3								
2	2	5/2	5/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	30									3								
2	2	3	3	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	31									3								
2	2	10/3	10/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	32									3								
2	2	11/3	11/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	33																	
2	2	2	2	0.0	0	0	Spanner	2/4	2	1	0																						
2	2	2	2	0.0	0	0	Spanner	2/4	2	1	0															1							
2	2	2	2	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	34									4	1							
2	2	25/12	25/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	35									4	1							
2	2	13/6	13/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	36									4	1							
2	2	9/4	9/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	37									4	1							
2	2	7/3	7/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	38									4	1							
2	2	29/12	29/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	39									4	1							
2	2	5/2	5/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	40									4	1							
2	2	31/12	31/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	41									4	1							
2	2	8/3	8/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	42									4	1							
2	2	11/4	11/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	43									4	1							
2	2	17/6	17/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	44									4	1							
2	2	35/12	35/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	45										1							
2	2	3	3	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	46									5	1							
2	2	37/12	37/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	47									5	1							
2	2	19/6	19/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	48									5	1							
2	2	13/4	13/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	49									5	1							
2	2	10/3	10/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	50									5	1							
2	2	41/12	41/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	51									5	1							
2	2	7/2	7/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	52									5	1							
2	2	43/12	43/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	53									5	1							
2	2	11/3	11/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	54									5	1							
2	2	15/4	15/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	55									5	1							
2	2	23/6	23/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	56									5	1							
2	2	47/12	47/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	57										1							
3	3	4	4	0.0	0	0	Dynamic	2/4	1	1	0						pp																
3	3	4	4	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	58									6								
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	59									6								
3	3	5	5	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	60									6								
3	3	16/3	16/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	61									6								
3	3	17/3	17/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	62																	
3	3	4	4	0.0	0	0	Spanner	2/4	2	1	0																						
3	3	4	4	0.0	0	0	Spanner	2/4	2	1	0															2							
3	3	4	4	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	63									7	2							
3	3	49/12	49/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	64									7	2							
3	3	25/6	25/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	65									7	2							
3	3	17/4	17/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	66									7	2							
3	3	13/3	13/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	67									7	2							
3	3	53/12	53/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	68									7	2							
3	3	9/2	9/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	69									7	2							
3	3	55/12	55/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	70									7	2							
3	3	14/3	14/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	71									7	2							
3	3	19/4	19/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	72									7	2							
3	3	29/6	29/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	73									7	2							
3	3	59/12	59/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	74										2							
3	3	5	5	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	75									8	2							
3	3	61/12	61/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	76									8	2							
3	3	31/6	31/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	77									8	2							
3	3	21/4	21/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	78									8	2							
3	3	16/3	16/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	79									8	2							
3	3	65/12	65/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	80									8	2							
3	3	11/2	11/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	81									8	2							
3	3	67/12	67/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	82									8	2							
3	3	17/3	17/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	83									8	2							
3	3	23/4	23/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	84									8	2							
3	3	35/6	35/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	85									8	2							
3	3	71/12	71/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	86										2							
4	4	6	6	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	87									9								
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	88									9								
4	4	7	7	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	89									9								
4	4	22/3	22/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	90									9								
4	4	23/3	23/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	91																	
4	4	7	7	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	92		articAccentBelow							10								
4	4	6	6	0.0	0	0	Spanner	2/4	2	1	0																						
4	4	6	6	0.0	0	0	Spanner	2/4	2	1	0															3							
4	4	6	6	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	93									11	3							
4	4	73/12	73/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	94									11	3							
4	4	37/6	37/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	95									11	3							
4	4	25/4	25/4	0.0	1/16	1/16	StaffText	2/4	2	1	0								<i>en dehors</i>						11	3							
4	4	25/4	25/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	96									11	3							
4	4	19/3	19/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	97									11	3							
4	4	77/12	77/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	98									11	3							
4	4	13/2	13/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	99									11	3							
4	4	79/12	79/12	0.0	7/48	7/48	Spanner	2/4	2	1	0														11	3						0	
4	4	79/12	79/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	100									11	3						0	
4	4	20/3	20/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	101									11	3						0	
4	4	27/4	27/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	102									11	3						0	
4	4	41/6	41/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	103									11	3						0	
4	4	83/12	83/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	104										3						0	
4	4	7	7	0.0	1/4	1/4	Spanner	2/4	2	1	0															3							
4	4	7	7	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	105									12	3							
4	4	85/12	85/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	106									12	3							
4	4	43/6	43/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	107									12	3							
4	4	29/4	29/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	108									12	3							
4	4	22/3	22/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	109									12	3							
4	4	89/12	89/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	110									12	3							
4	4	15/2	15/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	111									12	3							
4	4	91/12	91/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	112									12	3							
4	4	23/3	23/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	113									12	3							
4	4	31/4	31/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	114									12	3							
4	4	47/6	47/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	115									12	3							
4	4	95/12	95/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	116										3							
4	4	25/4	25/4	0.6666666666666666	1/16	1/16	Chord	2/4	2	2	1/6			1/4	2/3	117		articAccentBelow							13	3							
5	5	8	8	0.0	0	0	Dynamic	2/4	1	1	0						pp																
5	5	8	8	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	118									14								
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	119									14								
5	5	8	8	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	120																	
5	5	8	8	0.0	0	0	Spanner	2/4	2	1	0																						
5	5	8	8	0.0	0	0	Spanner	2/4	2	1	0															4							
5	5	8	8	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	121									15	4							
5	5	97/12	97/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	122									15	4							
5	5	49/6	49/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	123									15	4							
5	5	33/4	33/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	124									15	4							
5	5	25/3	25/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	125									15	4							
5	5	101/12	101/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	126									15	4							
5	5	17/2	17/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	127									15	4							
5	5	103/12	103/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	128									15	4							
5	5	26/3	26/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	129									15	4							
5	5	35/4	35/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	130									15	4							
5	5	53/6	53/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	131									15	4							
5	5	107/12	107/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	132									15	4							
6	6	9	9	0.3333333333333333	0	1/4	Chord	2/4	1	1	1/12			1/8	2/3	133									14								
6	6	28/3	28/3	0.3333333333333333	1/12	1/3	Chord	2/4	1	1	1/12			1/8	2/3	134									14								
6	6	29/3	29/3	0.3333333333333333	1/6	5/12	Chord	2/4	1	1	1/12			1/8	2/3	135																	
6	6	9	9	0.0	0	1/4	Spanner	2/4	2	1	0														15								
6	6	9	9	0.0	0	1/4	Spanner	2/4	2	1	0														15	5							
6	6	9	9	0.08333333333333333	0	1/4	Chord	2/4	2	1	1/48			1/32	2/3	136									15	5							
6	6	109/12	109/12	0.08333333333333333	1/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	137									15	5							
6	6	55/6	55/6	0.08333333333333333	1/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	138									15	5							
6	6	37/4	37/4	0.08333333333333333	1/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	139									15	5							
6	6	28/3	28/3	0.08333333333333333	1/12	1/3	Chord	2/4	2	1	1/48			1/32	2/3	140									15	5							
6	6	113/12	113/12	0.08333333333333333	5/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	141									15	5							
6	6	19/2	19/2	0.08333333333333333	1/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	142									15	5							
6	6	115/12	115/12	0.08333333333333333	7/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	143									15	5							
6	6	29/3	29/3	0.08333333333333333	1/6	5/12	Chord	2/4	2	1	1/48			1/32	2/3	144									15	5							
6	6	39/4	39/4	0.08333333333333333	3/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	145									15	5							
6	6	59/6	59/6	0.08333333333333333	5/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	146									15	5							
6	6	119/12	119/12	0.08333333333333333	11/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	147										5							
7	7	10	10	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	148									16								
7	7	21/2	21/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	149									16								
7	7	11	11	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	150									16								
7	7	34/3	34/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	151									16								
7	7	35/3	35/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	152																	
7	7	11	11	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	153		articAccentBelow															
7	7	10	10	0.0	0	0	Spanner	2/4	2	1	0																						
7	7	10	10	0.0	0	0	Spanner	2/4	2	1	0															6							
7	7	10	10	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	154									17	6							
7	7	121/12	121/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	155									17	6							
7	7	61/6	61/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	156									17	6							
7	7	41/4	41/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	157									17	6							
7	7	31/3	31/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	158									17	6							
7	7	125/12	125/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	159									17	6							
7	7	21/2	21/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	160									17	6							
7	7	127/12	127/12	0.0	7/48	7/48	Spanner	2/4	2	1	0														17	6						1	
7	7	127/12	127/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	161									17	6						1	
7	7	32/3	32/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	162									17	6						1	
7	7	43/4	43/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	163									17	6						1	
7	7	65/6	65/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	164									17	6						1	
7	7	131/12	131/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	165									17	6						1	
7	7	11	11	0.0	1/4	1/4	Spanner	2/4	2	1	0														17	6							
7	7	11	11	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	166									17	6							
7	7	133/12	133/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	167									17	6							
7	7	67/6	67/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	168									17	6							
7	7	45/4	45/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	169									17	6							
7	7	34/3	34/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	170									17	6							
7	7	137/12	137/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	171									17	6							
7	7	23/2	23/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	172									17	6							
7	7	139/12	139/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	173									17	6							
7	7	35/3	35/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	174									17	6							
7	7	47/4	47/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	175									17	6							
7	7	71/6	71/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	176									17	6							
7	7	143/12	143/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	177										6							
7	7	41/4	41/4	0.6666666666666666	1/16	1/16	Chord	2/4	2	2	1/6			1/4	2/3	178		articAccentBelow							18	6							
8	8	12	12	0.0	0	0	Dynamic	2/4	1	1	0						pp																
8	8	12	12	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	179									19								
8	8	25/2	25/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	180									19								
8	8	13	13	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	181									19								
8	8	40/3	40/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	182									19								
8	8	41/3	41/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	183																	
8	8	12	12	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	184																	
8	8	12	12	0.0	0	0	Spanner	2/4	2	1	0																						
8	8	12	12	0.0	0	0	Spanner	2/4	2	1	0															7							
8	8	12	12	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	185									20	7							
8	8	145/12	145/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	186									20	7							
8	8	73/6	73/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	187									20	7							
8	8	49/4	49/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	188									20	7							
8	8	37/3	37/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	189									20	7							
8	8	149/12	149/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	190									20	7							
8	8	25/2	25/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	191									20	7							
8	8	151/12	151/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	192									20	7							
8	8	38/3	38/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	193									20	7							
8	8	51/4	51/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	194									20	7							
8	8	77/6	77/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	195									20	7							
8	8	155/12	155/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	196									20	7							
8	8	13	13	0.0	1/4	1/4	Spanner	2/4	2	1	0														20								
8	8	13	13	0.0	1/4	1/4	Spanner	2/4	2	1	0														20	8							
8	8	13	13	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	197									20	8							
8	8	157/12	157/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	198									20	8							
8	8	79/6	79/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	199									20	8							
8	8	53/4	53/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	200									20	8							
8	8	40/3	40/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	201									20	8							
8	8	161/12	161/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	202									20	8							
8	8	27/2	27/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	203									20	8							
8	8	163/12	163/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	204									20	8							
8	8	41/3	41/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	205									20	8							
8	8	55/4	55/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	206									20	8							
8	8	83/6	83/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	207									20	8							
8	8	167/12	167/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	208										8							
9	9	14	14	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	209									21								
9	9	29/2	29/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	210									21								
9	9	15	15	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	211									21								
9	9	46/3	46/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	212									21								
9	9	47/3	47/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	213																	
9	9	15	15	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	214									22								
9	9	14	14	0.0	0	0	Spanner	2/4	2	1	0															9							
