mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<i>2 Ped.</i>	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	Ottava:8vb	Ottava:8va
32	32	1187/12	1187/12	0.3333333333333333	2/3	2/3	Chord	2/4	1	2	1/12		1/8	2/3	697													6				
32	32	397/4	397/4	0.0	3/4	3/4	Spanner	2/4	1	2	0																					
32	32	397/4	397/4	0.0	3/4	3/4	Spanner	2/4	1	2	0																		12			
32	32	397/4	397/4	0.3333333333333333	3/4	3/4	Chord	2/4	1	2	1/12		1/8	2/3	698														12			
32	32	1195/12	1195/12	0.3333333333333333	5/6	5/6	Chord	2/4	1	2	1/12		1/8	2/3	699														12			
32	32	1199/12	1199/12	0.3333333333333333	11/12	11/12	Chord	2/4	1	2	1/12		1/8	2/3	700														12			
32	32	401/4	401/4	0.0	1	1	Spanner	2/4	1	2	0																					
32	32	385/4	385/4	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	701									71	15		15					
32	32	1159/12	1159/12	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	702									71	15		15					
32	32	1163/12	1163/12	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	703									71	15		15					
32	32	389/4	389/4	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	704									71	15		15					
32	32	1171/12	1171/12	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	705									71	15		15					
32	32	1175/12	1175/12	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	706									71	15		15					
32	32	393/4	393/4	0.3333333333333333	1/2	1/2	Chord	2/4	2	1	1/12		1/8	2/3	707									71	15		15					
32	32	1183/12	1183/12	0.3333333333333333	7/12	7/12	Chord	2/4	2	1	1/12		1/8	2/3	708									71	15		15					
32	32	1187/12	1187/12	0.3333333333333333	2/3	2/3	Chord	2/4	2	1	1/12		1/8	2/3	709									71	15		15					
32	32	397/4	397/4	0.3333333333333333	3/4	3/4	Chord	2/4	2	1	1/12		1/8	2/3	710									71	15		15					
32	32	1195/12	1195/12	0.3333333333333333	5/6	5/6	Chord	2/4	2	1	1/12		1/8	2/3	711									71	15		15					
32	32	1199/12	1199/12	0.3333333333333333	11/12	11/12	Chord	2/4	2	1	1/12		1/8	2/3	712										15		15					
32	32	401/4	401/4	0.16666666666666666	1	1	Chord	2/4	2	1	1/24		1/16	2/3	713									72	15		15					
32	32	1205/12	1205/12	0.16666666666666666	25/24	25/24	Chord	2/4	2	1	1/24		1/16	2/3	714									72	15		15					
32	32	1207/12	1207/12	0.1111111111111111	13/12	13/12	Chord	2/4	2	1	1/36		1/16	4/9	715									72	15		15					
32	32	3625/36	3625/36	0.1111111111111111	10/9	10/9	Chord	2/4	2	1	1/36		1/16	4/9	716									72	15		15					
32	32	3629/36	3629/36	0.1111111111111111	41/36	41/36	Chord	2/4	2	1	1/36		1/16	4/9	717									72	15		15					
32	32	1211/12	1211/12	0.08333333333333333	7/6	7/6	Chord	2/4	2	1	1/48		1/32	2/3	718									72	15		15					
32	32	101	101	0.08333333333333333	19/16	19/16	Chord	2/4	2	1	1/48		1/32	2/3	719									72	15		15					
32	32	1213/12	1213/12	0.08333333333333333	29/24	29/24	Chord	2/4	2	1	1/48		1/32	2/3	720									72	15		15					
32	32	607/6	607/6	0.08333333333333333	59/48	59/48	Chord	2/4	2	1	1/48		1/32	2/3	721										15		15					
33	33	405/4	405/4	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0									
33	33	405/4	405/4	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	722									73								
33	33	304/3	304/3	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	723									73								
33	33	1217/12	1217/12	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	724									73								
33	33	203/2	203/2	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	725									73								
33	33	1219/12	1219/12	0.0	1/12	1/12	Tempo	2/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	73								
33	33	1219/12	1219/12	0.25	1/12	1/12	Chord	2/4	1	1	1/16		1/16	1	726									73								
33	33	611/6	611/6	0.08333333333333333	7/48	7/48	Chord	2/4	1	1	1/48		1/32	2/3	727									73								
33	33	1223/12	1223/12	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	728		articStaccatoAbove															
33	33	409/4	409/4	0.0	1/4	1/4	Tempo	2/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0									
33	33	409/4	409/4	0.0	1/4	1/4	Spanner	2/4	1	1	0																	7				
33	33	409/4	409/4	0.08333333333333333	1/4	1/4	Chord	2/4	1	1	1/48		1/32	2/3	729									74				7				
33	33	307/3	307/3	0.08333333333333333	13/48	13/48	Chord	2/4	1	1	1/48		1/32	2/3	730									74				7				
33	33	1229/12	1229/12	0.08333333333333333	7/24	7/24	Chord	2/4	1	1	1/48		1/32	2/3	731									74				7				
33	33	205/2	205/2	0.0	5/16	5/16	Tempo	2/4	1	1	0								𝅘𝅥=47.5	48.0	𝅘𝅥	47.5	0.0	74				7				
33	33	205/2	205/2	0.08333333333333333	5/16	5/16	Chord	2/4	1	1	1/48		1/32	2/3	732									74				7				
33	33	1231/12	1231/12	0.08333333333333333	1/3	1/3	Chord	2/4	1	1	1/48		1/32	2/3	733									74				7				
33	33	308/3	308/3	0.0	17/48	17/48	Tempo	2/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0					7				
33	33	308/3	308/3	0.08333333333333333	17/48	17/48	Chord	2/4	1	1	1/48		1/32	2/3	734													7				
33	33	411/4	411/4	0.0	3/8	3/8	Tempo	2/4	1	1	0								𝅘𝅥=47.5	48.0	𝅘𝅥	47.5	0.0					7				
33	33	411/4	411/4	0.08333333333333333	3/8	3/8	Chord	2/4	1	1	1/48		1/32	2/3	735									75				7				
33	33	617/6	617/6	0.08333333333333333	19/48	19/48	Chord	2/4	1	1	1/48		1/32	2/3	736									75				7				
33	33	1235/12	1235/12	0.08333333333333333	5/12	5/12	Chord	2/4	1	1	1/48		1/32	2/3	737									75				7				
33	33	103	103	0.08333333333333333	7/16	7/16	Chord	2/4	1	1	1/48		1/32	2/3	738									75				7				
33	33	1237/12	1237/12	0.08333333333333333	11/24	11/24	Chord	2/4	1	1	1/48		1/32	2/3	739									75				7				
33	33	619/6	619/6	0.0	23/48	23/48	Spanner	2/4	1	1	0																					
33	33	619/6	619/6	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48		1/32	2/3	740																	
33	33	413/4	413/4	0.0	1/2	1/2	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0									
33	33	413/4	413/4	0.0	1/2	1/2	Spanner	2/4	1	1	0																		13			
33	33	413/4	413/4	0.125	1/2	1/2	Chord	2/4	1	1	1/32		1/32	1	741									76					13			
33	33	827/8	827/8	0.0	17/32	17/32	Tempo	2/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	76					13			
33	33	827/8	827/8	0.125	17/32	17/32	Chord	2/4	1	1	1/32		1/32	1	742									76					13			
33	33	207/2	207/2	0.125	9/16	9/16	Chord	2/4	1	1	1/32		1/32	1	743									76					13			
33	33	829/8	829/8	0.0	19/32	19/32	Tempo	2/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	76					13			
33	33	829/8	829/8	0.125	19/32	19/32	Chord	2/4	1	1	1/32		1/32	1	744									76					13			
33	33	415/4	415/4	0.125	5/8	5/8	Chord	2/4	1	1	1/32		1/32	1	745									76					13			
33	33	831/8	831/8	0.125	21/32	21/32	Chord	2/4	1	1	1/32		1/32	1	746									76					13			
33	33	104	104	0.125	11/16	11/16	Chord	2/4	1	1	1/32		1/32	1	747									76					13			
33	33	833/8	833/8	0.125	23/32	23/32	Chord	2/4	1	1	1/32		1/32	1	748														13			
33	33	417/4	417/4	0.1111111111111111	3/4	3/4	Chord	2/4	1	1	1/36		1/32	8/9	749									77					13			
33	33	3757/36	3757/36	0.1111111111111111	7/9	7/9	Chord	2/4	1	1	1/36		1/32	8/9	750									77					13			
33	33	3761/36	3761/36	0.1111111111111111	29/36	29/36	Chord	2/4	1	1	1/36		1/32	8/9	751									77					13			
33	33	1255/12	1255/12	0.1111111111111111	5/6	5/6	Chord	2/4	1	1	1/36		1/32	8/9	752									77					13			
33	33	3769/36	3769/36	0.0	31/36	31/36	Tempo	2/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	77					13			
33	33	3769/36	3769/36	0.1111111111111111	31/36	31/36	Chord	2/4	1	1	1/36		1/32	8/9	753									77					13			
33	33	3773/36	3773/36	0.0	8/9	8/9	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	77					13			
33	33	3773/36	3773/36	0.1111111111111111	8/9	8/9	Chord	2/4	1	1	1/36		1/32	8/9	754									77					13			
33	33	1259/12	1259/12	0.0	11/12	11/12	Tempo	2/4	1	1	0								𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	77					13			
33	33	1259/12	1259/12	0.1111111111111111	11/12	11/12	Chord	2/4	1	1	1/36		1/32	8/9	755									77					13			
33	33	3781/36	3781/36	0.0	17/18	17/18	Tempo	2/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0	77					13			
33	33	3781/36	3781/36	0.1111111111111111	17/18	17/18	Chord	2/4	1	1	1/36		1/32	8/9	756									77					13			
33	33	3785/36	3785/36	0.0	35/36	35/36	Tempo	2/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
33	33	3785/36	3785/36	0.0	35/36	35/36	Spanner	2/4	1	1	0																					
33	33	3785/36	3785/36	0.1111111111111111	35/36	35/36	Chord	2/4	1	1	1/36		1/32	8/9	757																	
33	33	405/4	405/4	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	758									78	15		15					
33	33	1217/12	1217/12	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	759									78	15		15					
33	33	1219/12	1219/12	0.1111111111111111	1/12	1/12	Chord	2/4	2	1	1/36		1/16	4/9	760									78	15		15					
33	33	3661/36	3661/36	0.1111111111111111	1/9	1/9	Chord	2/4	2	1	1/36		1/16	4/9	761									78	15		15					
33	33	3665/36	3665/36	0.1111111111111111	5/36	5/36	Chord	2/4	2	1	1/36		1/16	4/9	762									78	15		15					
33	33	1223/12	1223/12	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48		1/32	2/3	763									78	15		15					
33	33	102	102	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48		1/32	2/3	764									78	15		15					
33	33	1225/12	1225/12	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48		1/32	2/3	765									78	15		15					
33	33	613/6	613/6	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48		1/32	2/3	766										15		15					
33	33	409/4	409/4	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/16	1/2	767									79	15		15					
33	33	819/8	819/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/16	1/2	768									79	15		15					
33	33	205/2	205/2	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/16	1/2	769									79	15		15					
33	33	821/8	821/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/16	1/2	770										15		15					
33	33	411/4	411/4	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/16	1/2	771									80	15		15					
33	33	823/8	823/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/16	1/2	772										15		15					
34	34	421/4	421/4	0.0	0	0	StaffText	4/4	1	1	0							au mouvement														
34	34	421/4	421/4	0.0	0	0	Dynamic	4/4	1	1	0					p																
34	34	421/4	421/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
34	34	211/2	211/2	0.0	1/16	1/16	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
34	34	423/4	423/4	0.0	1/8	1/8	Tempo	4/4	1	1	0								𝅘𝅥=32.5	33.0	𝅘𝅥	32.5	0.0									
34	34	425/4	425/4	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p																
34	34	425/4	425/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	773																	
34	34	1279/12	1279/12	0.0	1/3	1/3	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
34	34	1279/12	1279/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	774																	
34	34	1283/12	1283/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	775																	
34	34	429/4	429/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
34	34	429/4	429/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	776																	
34	34	431/4	431/4	0.0	5/8	5/8	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
34	34	425/4	425/4	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	777																	
34	34	421/4	421/4	0.0	0	0	Spanner	4/4	2	1	0																					
34	34	421/4	421/4	0.0	0	0	Spanner	4/4	2	1	0																	8				
34	34	421/4	421/4	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	778													8				
34	34	211/2	211/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	779													8				
34	34	423/4	423/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	780													8				
34	34	106	106	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	781													8				
34	34	425/4	425/4	0.0	1/4	1/4	Spanner	4/4	2	1	0																					
34	34	425/4	425/4	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	782									81								
34	34	429/4	429/4	0.0	1/2	1/2	Spanner	4/4	2	2	0																		14			
34	34	429/4	429/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	783		articAccentStaccatoAbove							82					14			
34	34	431/4	431/4	0.0	5/8	5/8	Dynamic	4/4	2	2	0					p																
34	34	431/4	431/4	0.0	5/8	5/8	Spanner	4/4	2	2	0																					
34	34	431/4	431/4	1.5	5/8	5/8	Chord	4/4	2	2	3/8		1/4	3/2	784		articStaccatoAbove															
35	35	437/4	437/4	0.0	0	0	Dynamic	4/4	1	1	0					mf																
35	35	439/4	439/4	0.0	1/8	1/8	Tempo	4/4	1	1	0								𝅘𝅥=32.5	33.0	𝅘𝅥	32.5	0.0									
35	35	441/4	441/4	0.0	1/4	1/4	Dynamic	4/4	1	1	0					mf																
35	35	441/4	441/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	785																	
35	35	1327/12	1327/12	0.0	1/3	1/3	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
35	35	1327/12	1327/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	786																	
35	35	1331/12	1331/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	787																	
35	35	445/4	445/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
35	35	445/4	445/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	788																	
35	35	447/4	447/4	0.0	5/8	5/8	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
35	35	441/4	441/4	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	789																	
35	35	437/4	437/4	0.0	0	0	Spanner	4/4	2	1	0																	9				
35	35	437/4	437/4	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	790													9				
35	35	219/2	219/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	791													9				
35	35	439/4	439/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	792													9				
35	35	110	110	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	793													9				
35	35	441/4	441/4	0.0	1/4	1/4	Spanner	4/4	2	1	0																					
35	35	441/4	441/4	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	794									83								
35	35	445/4	445/4	0.0	1/2	1/2	Spanner	4/4	2	2	0																		15			
35	35	445/4	445/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	795		articAccentStaccatoAbove							84					15			
35	35	447/4	447/4	0.0	5/8	5/8	Dynamic	4/4	2	2	0					mf																
35	35	447/4	447/4	0.0	5/8	5/8	Spanner	4/4	2	2	0																					
35	35	447/4	447/4	1.5	5/8	5/8	Chord	4/4	2	2	3/8		1/4	3/2	796		articStaccatoAbove															
36	36	453/4	453/4	0.0	0	0	Dynamic	4/4	1	1	0					p																
36	36	453/4	453/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
36	36	1363/12	1363/12	0.0	1/12	1/12	Tempo	4/4	1	1	0								𝅘𝅥=22.5	22.0	𝅘𝅥	22.5	0.0									
36	36	1367/12	1367/12	0.0	1/6	1/6	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
36	36	457/4	457/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	797																	
36	36	459/4	459/4	0.0	3/8	3/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	798																	
36	36	459/4	459/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	799																	
36	36	461/4	461/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=22.5	22.0	𝅘𝅥	22.5	0.0									
36	36	461/4	461/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	800																	
36	36	457/4	457/4	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	801																	
36	36	453/4	453/4	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	802																	
36	36	1363/12	1363/12	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	803																	
36	36	1367/12	1367/12	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	804																	
36	36	457/4	457/4	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	805									85								
36	36	461/4	461/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	806		articAccentStaccatoAbove							86								
36	36	463/4	463/4	1.5	5/8	5/8	Chord	4/4	2	2	3/8		1/4	3/2	807		articStaccatoAbove															
37	37	469/4	469/4	0.0	0	0	Tempo	4/4	1	1	0								Encorepluslent.	60.0			1.0									
37	37	469/4	469/4	0.0	0	0	Dynamic	4/4	1	1	0					pp																
37	37	477/4	477/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
37	37	477/4	477/4	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	808		articAccentAbove							87								
37	37	1439/12	1439/12	0.0	2/3	2/3	Tempo	4/4	1	1	0								𝅘𝅥=24	24.0	𝅘𝅥	24.0	0.0									
37	37	1439/12	1439/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	809																	
37	37	481/4	481/4	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	810		articAccentAbove							88								
37	37	1447/12	1447/12	0.0	5/6	5/6	Tempo	4/4	1	1	0								𝅘𝅥=23	23.0	𝅘𝅥	23.0	0.0	88								
37	37	1451/12	1451/12	0.0	11/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=17	17.0	𝅘𝅥	17.0	0.0									
37	37	1451/12	1451/12	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	811																	
37	37	477/4	477/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	812									89								
37	37	1435/12	1435/12	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6		1/4	2/3	813																	
37	37	481/4	481/4	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	814									90								
37	37	1447/12	1447/12	0.6666666666666666	5/6	5/6	Chord	4/4	1	2	1/6		1/4	2/3	815																	
37	37	469/4	469/4	0.0	0	0	Spanner	4/4	2	1	0																				0	
37	37	477/4	477/4	0.0	1/2	1/2	StaffText	4/4	2	1	0							sombre et lointain														
37	37	477/4	477/4	0.0	1/2	1/2	Spanner	4/4	2	1	0																					
37	37	477/4	477/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	816									91								
37	37	481/4	481/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	817																	
37	37	469/4	469/4	4.0	0	0	Chord	4/4	2	2	1		1	1	818		articAccentBelow															
38	38	485/4	485/4	0.0	0	0	Dynamic	4/4	1	1	0					pp																
38	38	485/4	485/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
38	38	487/4	487/4	0.0	1/8	1/8	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
38	38	493/4	493/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
38	38	493/4	493/4	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	819		articAccentAbove							92								
38	38	1487/12	1487/12	0.0	2/3	2/3	Tempo	4/4	1	1	0								𝅘𝅥=23	23.0	𝅘𝅥	23.0	0.0									
38	38	1487/12	1487/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	820																	
38	38	497/4	497/4	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	821		articAccentAbove							93								
38	38	1495/12	1495/12	0.0	5/6	5/6	Tempo	4/4	1	1	0								𝅘𝅥=21	21.0	𝅘𝅥	21.0	0.0	93								
38	38	1499/12	1499/12	0.0	11/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=15	15.0	𝅘𝅥	15.0	0.0									
38	38	1499/12	1499/12	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	822																	
38	38	485/4	485/4	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	823																	
38	38	493/4	493/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	824									94								
38	38	1483/12	1483/12	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6		1/4	2/3	825																	
38	38	497/4	497/4	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	826									95								
38	38	1495/12	1495/12	0.6666666666666666	5/6	5/6	Chord	4/4	1	2	1/6		1/4	2/3	827																	
38	38	485/4	485/4	1.0	0	0	Chord	4/4	1	3	1/4		1/4	1	828																	
38	38	485/4	485/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	829		articAccentStaccatoAbove							96								
38	38	487/4	487/4	0.0	1/8	1/8	Spanner	4/4	2	1	0														16							
38	38	487/4	487/4	1.5	1/8	1/8	Chord	4/4	2	1	3/8		1/4	3/2	830		articStaccatoAbove								16							
38	38	493/4	493/4	0.0	1/2	1/2	Spanner	4/4	2	1	0																					
38	38	493/4	493/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	831									97								
38	38	497/4	497/4	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	832																	
38	38	485/4	485/4	1.0	0	0	Chord	4/4	2	3	1/4		1/4	1	833																	
38	38	487/4	487/4	2.0	1/8	1/8	Chord	4/4	2	4	1/2		1/2	1	834																	
39	39	501/4	501/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
39	39	503/4	503/4	0.0	1/8	1/8	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
39	39	509/4	509/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
39	39	509/4	509/4	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	835		articAccentAbove							98								
39	39	1531/12	1531/12	0.0	7/12	7/12	Tempo	4/4	1	1	0								𝅘𝅥=17	17.0	𝅘𝅥	17.0	0.0	98								
39	39	1535/12	1535/12	0.0	2/3	2/3	Tempo	4/4	1	1	0								𝅘𝅥=12	12.0	𝅘𝅥	12.0	0.0									
39	39	1535/12	1535/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	836																	
39	39	513/4	513/4	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
39	39	513/4	513/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	837																	
39	39	501/4	501/4	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	838																	
39	39	509/4	509/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	839									99								
39	39	1531/12	1531/12	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6		1/4	2/3	840																	
39	39	513/4	513/4	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	841																	
39	39	501/4	501/4	1.0	0	0	Chord	4/4	1	3	1/4		1/4	1	842																	
39	39	501/4	501/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	843		articAccentStaccatoAbove							100								
39	39	503/4	503/4	0.0	1/8	1/8	Spanner	4/4	2	1	0														17							
39	39	503/4	503/4	0.0	1/8	1/8	Spanner	4/4	2	1	0														17					0		
39	39	503/4	503/4	1.5	1/8	1/8	Chord	4/4	2	1	3/8		1/4	3/2	844		articStaccatoAbove								17					0		
39	39	509/4	509/4	0.0	1/2	1/2	Spanner	4/4	2	1	0																			0		
39	39	513/4	513/4	0.0	3/4	3/4	Dynamic	4/4	2	1	0					ppp														0		
39	39	513/4	513/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	845		articAccentStaccatoAbove							101						0		
39	39	515/4	515/4	0.0	7/8	7/8	Spanner	4/4	2	1	0														18					0		
39	39	515/4	515/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	846		articStaccatoAbove								18					0		
39	39	509/4	509/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	847										18					0		
39	39	513/4	513/4	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	848										18					0		
39	39	501/4	501/4	1.0	0	0	Chord	4/4	2	3	1/4		1/4	1	849										18					0		
39	39	515/4	515/4	0.5	7/8	7/8	Chord	4/4	2	3	1/8		1/8	1	850		articTenutoAbove								18					0		
39	39	503/4	503/4	2.0	1/8	1/8	Chord	4/4	2	4	1/2		1/2	1	851										18					0		
