mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	0.5	0	0	2/4	2	1	f#.i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
1	1	1/2	1/2	1.1666666666666667	1/8	1/8	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
1	1	5/3	5/3	0.8333333333333333	5/12	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
2	2	5/2	5/2	1.1666666666666665	1/8	1/8	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
2	2	11/3	11/3	0.8333333333333335	5/12	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
3	3	9/2	9/2	1.166666666666667	1/8	1/8	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
3	3	17/3	17/3	0.583333333333333	5/12	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
4	4	25/4	25/4	1.416666666666667	1/16	1/16	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
4	4	23/3	23/3	0.833333333333333	5/12	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
5	5	17/2	17/2	1.166666666666666	1/8	1/8	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
6	6	29/3	29/3	0.5833333333333339	1/6	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
7	7	41/4	41/4	1.416666666666666	1/16	1/16	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
7	7	35/3	35/3	0.8333333333333339	5/12	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
8	8	25/2	25/2	1.166666666666666	1/8	1/8	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
8	8	41/3	41/3	0.5833333333333339	5/12	5/12	2/4	2	1	i7	f#	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
9	9	57/4	57/4	1.416666666666666	1/16	1/16	2/4	2	1	i7(9)	f#	i		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
