quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
99/2	0.5	26	26	1/2	5/8	3/4	3	1	bVII(+#4)	f#	III		bVII(+#4)	bVII			+#4				M	1	0	-2, 2, -1	11	-2	-2
50	1.0	27	27	0	0	2/4	3	1	bVII	f#	III		bVII	bVII							M	1	0	-2, 2, -1		-2	-2
51	0.5	27	27	1/4	1/4	2/4	3	1	bVIIM7	f#	III		bVIIM7	bVII	M	7					MM7	1	0	-2, 2, -1, 3		-2	-2
103/2	0.5	27	27	3/8	3/8	2/4	3	1	bVII(+#4)	f#	III		bVII(+#4)	bVII			+#4				M	1	0	-2, 2, -1	11	-2	-2
52	1.0	28	28	0	0	2/4	3	1	bVII	f#	III		bVII	bVII							M	1	0	-2, 2, -1		-2	-2
53	1.0	28	28	1/4	1/4	2/4	3	1	bVII64	f#	III		bVII64	bVII		64					M	1	0	-1, -2, 2		-2	-1
54	0.5	29	29	0	0	2/4	3	1	bVII	f#	III		bVII	bVII							M	1	0	-2, 2, -1		-2	-2
109/2	1.0	29	29	1/8	1/8	2/4	3	1	bVIIM7	f#	III		bVIIM7	bVII	M	7					MM7	1	0	-2, 2, -1, 3		-2	-2
111/2	0.5	29	29	3/8	3/8	2/4	3	1	bVII(+#4)	f#	III		bVII(+#4)	bVII			+#4				M	1	0	-2, 2, -1	11	-2	-2
56	4.0	30	30	0	0	2/4	3	1	bVII\\	f#	III		bVII	bVII						\\	M	1	0	-2, 2, -1		-2	-2
60	1.0	32	32	0	0	1/4	3	1	bIV.I[I	f#	bIV	I	I	I							M	1	0	0, 4, 1		0	0
61	1.0	33	33	0	0	3/4	3	1	I7(#8)	f#	bIV	I	I7(#8)	I		7	#8				Mm7	1	0	0, 4, 1, -2		0	0
62	2.0	33	33	1/4	1/4	3/4	3	1	bVII43	f#	bIV	I	bVII43	bVII		43					Mm7	1	0	-1, -4, -2, 2		-2	-1
64	1.0	34	34	0	0	3/4	3	1	#V2	f#	bIV	I	#V2	#V		2					Mm7	1	0	6, 8, 12, 9		8	6
65	3.0	35	35	0	1/4	3/4	3	1	#iv%7	f#	bIV	I	#iv%7	#iv	%	7					%7	1	0	6, 3, 0, 4		6	6
68	1.0	36	36	1/4	1/4	3/4	3	1	v	f#	bIV	I	v	v							m	1	0	1, -2, 2		1	1
69	1.0	36	36	1/2	1/2	3/4	3	1	bvii	f#	bIV	I	bvii	bvii							m	1	0	-2, -5, -1		-2	-2
70	1.0	37	37	0	0	3/4	3	1	I(#8)	f#	bIV	I	I(#8)	I			#8				M	1	0	0, 4, 1		0	0
71	2.0	37	37	1/4	1/4	3/4	3	1	bVII7	f#	bIV	I	bVII7	bVII		7					Mm7	1	0	-2, 2, -1, -4		-2	-2
73	1.0	38	38	0	0	3/4	3	1	#V43	f#	bIV	I	#V43	#V		43					Mm7	1	0	9, 6, 8, 12		8	9
74	2.0	38	38	1/4	1/4	3/4	3	1	#iv%7	f#	bIV	I	#iv%7	#iv	%	7					%7	1	0	6, 3, 0, 4		6	6
76	1.0	39	39	0	0	3/4	3	1	#vi%2	f#	bIV	I	#vi%2	#vi	%	2					%7	1	0	8, 10, 7, 4		10	8
77	1.0	39	39	1/4	1/4	3/4	3	1	V43	f#	bIV	I	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
78	1.0	39	39	1/2	1/2	3/4	3	1	#I(9+6)	f#	bIV	I	#I(9+6)	#I			9+6				M	1	0	7, 11, 8	2, 3	7	7
79	1.0	40	40	0	0	3/4	3	1	I7(#8)	f#	bIV	I	I7(#8)	I		7	#8				Mm7	1	0	0, 4, 1, -2		0	0
80	1.0	40	40	1/4	1/4	3/4	3	1	bVII	f#	bIV	I	bVII	bVII							M	1	0	-2, 2, -1		-2	-2
81	1.0	40	40	1/2	1/2	3/4	3	1	I]	f#	bIV	I	I	I							M	1	0	0, 4, 1		0	0
82	1.0	41	41	0	0	3/4	3	1	#V(9)	f#	bIV		#V(9)	#V			9				M	1	0	8, 12, 9	3	8	8
83	2.0	41	41	1/4	1/4	3/4	3	1	#IV7(9)	f#	bIV		#IV7(9)	#IV		7	9				Mm7	1	0	6, 10, 7, 4	1	6	6
85	1.0	42	42	0	0	3/4	3	1	I6	f#	bIV		I6	I		6					M	1	0	4, 1, 0		0	4
86	1.0	42	42	1/4	1/4	3/4	3	1	II7	f#	bIV		II7	II		7					Mm7	1	0	2, 6, 3, 0		2	2
87	1.0	43	43	0	1/2	3/4	3	1	I7(9)\\	f#	bIV		I7(9)	I		7	9			\\	Mm7	1	0	0, 4, 1, -2	2	0	0
88	3.0	44	44	0	0	3/4	3	1	ii.i(+#6)	f#	ii		i(+#6)	i			+#6				m	1	1	0, -3, 1	3	0	0
91	4.5	45	45	0	0	4/4	3	1	iii64(+#6)	f#	ii		iii64(+#6)	iii		64	+#6				m	1	1	-2, -3, -6	7	-3	-2
191/2	3.0	47	47	0	0	3/4	3	1	i(+#6)	f#	ii		i(+#6)	i			+#6				m	1	1	0, -3, 1	3	0	0
197/2	4.5	48	48	0	0	4/4	3	1	iii64(+#6)	f#	ii		iii64(+#6)	iii		64	+#6				m	1	1	-2, -3, -6	7	-3	-2
103	3.0	50	50	0	0	4/4	3	1	i(+#6)	f#	ii		i(+#6)	i			+#6				m	1	1	0, -3, 1	3	0	0
106	4.333333333333329	51	51	0	1/2	5/4	3	1	V.IV(+6)	f#	V		IV(+6)	IV			+6				M	1	0	-1, 3, 0	2	-1	-1
331/3	0.6666666666666714	52	52	1/3	1/3	5/4	3	1	IV(9)	f#	V		IV(9)	IV			9				M	1	0	-1, 3, 0	1	-1	-1
111	6.0	53	53	0	0	2/4	3	1	V7(94)	f#	V		V7(94)	V		7	94				Mm7	1	0	1, 0, 2, -1	3	1	1
117	3.0	56	56	0	0	2/4	3	1	V(6)	f#	V		V(6)	V			6				M	1	0	1, 5, 4		1	1
120	1.0	57	57	1/4	1/4	2/4	3	1	V(#7b6)	f#	V		V(#7b6)	V			#7b6				M	1	0	1, 5, -3	6	1	1
121	0.3333333333333286	58	58	0	0	2/4	3	1	I[bVI43(#4)	f#	V	I	bVI43(#4)	bVI		43	#4				Mm7	1	0	9, -6, -4, 0		-4	9
364/3	0.4166666666666714	58	58	1/12	1/12	2/4	3	1	bVI43(#2)]	f#	V	I	bVI43(#2)	bVI		43	#2				Mm7	1	0	-3, -6, -4, 12		-4	-3
487/4	0.8645833333333286	58	58	3/16	3/16	2/4	3	1	V[bVI43	f#	V	V	bVI43	bVI		43					Mm7	1	0	-3, -6, -4, 0		-4	-3
11771/96	2.3854166666666714	58	58	155/384	155/384	2/4	3	1	bVII2]	f#	V	V	bVII2	bVII		2					Mm7	1	0	-4, -2, 2, -1		-2	-4
125	0.5	60	60	0	0	2/4	3	1	I	f#	V		I	I							M	1	0	0, 4, 1		0	0
251/2	1.1145833333333286	60	60	1/8	1/8	2/4	3	1	V[bVI43	f#	V	V	bVI43	bVI		43					Mm7	1	0	-3, -6, -4, 0		-4	-3
12155/96	2.3854166666666714	60	60	155/384	155/384	2/4	3	1	bVII2]	f#	V	V	bVII2	bVII		2					Mm7	1	0	-4, -2, 2, -1		-2	-4
129	0.75	62	62	0	0	2/4	3	1	I	f#	V		I	I							M	1	0	0, 4, 1		0	0
519/4	2.0	62	62	3/16	3/16	2/4	3	1	I(+b6)	f#	V		I(+b6)	I			+b6				M	1	0	0, 4, 1	-4	0	0
527/4	1.25	63	63	3/16	3/16	2/4	3	1	iiio6	f#	V		iiio6	iii	o	6					o	1	0	1, -2, 4		4	1
133	3.0	64	64	0	0	3/4	3	1	I(9+6)	f#	V		I(9+6)	I			9+6				M	1	0	0, 4, 1	2, 3	0	0
136	3.0	65	65	0	0	3/4	3	1	I64(9+6)	f#	V		I64(9+6)	I		64	9+6				M	1	0	1, 0, 4	2, 3	0	1
139	3.0	66	66	0	0	3/4	3	1	I(9+6)	f#	V		I(9+6)	I			9+6				M	1	0	0, 4, 1	2, 3	0	0
142	3.0	67	67	0	0	3/4	3	1	I64(9+6)	f#	V		I64(9+6)	I		64	9+6				M	1	0	1, 0, 4	2, 3	0	1
145	3.0	68	68	0	0	3/4	3	1	I(9+6)	f#	V		I(9+6)	I			9+6				M	1	0	0, 4, 1	2, 3	0	0
148	3.0	69	69	0	0	3/4	3	1	I64(9+6)\\	f#	V		I64(9+6)	I		64	9+6			\\	M	1	0	1, 0, 4	2, 3	0	1
151	0.5	70	70	0	0	2/4	3	1	v.i7	f#	v		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
303/2	1.1666666666666572	70	70	1/8	1/8	2/4	3	1	i7(9)	f#	v		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
458/3	0.8333333333333428	70	70	5/12	5/12	2/4	3	1	i7	f#	v		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
307/2	1.1666666666666572	71	71	1/8	1/8	2/4	3	1	i7(9)	f#	v		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
464/3	0.5833333333333428	71	71	5/12	5/12	2/4	3	1	i7	f#	v		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
621/4	1.4166666666666572	72	72	1/16	1/16	2/4	3	1	i7(9)	f#	v		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
470/3	0.8333333333333428	72	72	5/12	5/12	2/4	3	1	i7	f#	v		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
315/2	1.1666666666666572	73	73	1/8	1/8	2/4	3	1	i7(9)	f#	v		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
476/3	0.5833333333333428	73	73	5/12	5/12	2/4	3	1	i7	f#	v		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
637/4	1.4166666666666572	74	74	1/16	1/16	2/4	3	1	i7(9)	f#	v		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
482/3	0.8333333333333428	74	74	5/12	5/12	2/4	3	1	i7	f#	v		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
323/2	3.166666666666657	75	75	1/8	1/8	2/4	3	1	i7(9)	f#	v		i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
494/3	0.3333333333333428	76	76	5/12	5/12	2/4	3	1	i7\\	f#	v		i7	i		7				\\	mm7	1	1	0, -3, 1, -2		0	0
165	3.0	77	77	0	0	3/4	3	1	bIV.I(+6)	f#	bIV		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
168	4.0	78	78	0	0	4/4	3	1	bvii(+#6)	f#	bIV		bvii(+#6)	bvii			+#6				m	1	0	-2, -5, -1	8	-2	-2
172	3.0	80	80	0	0	3/4	3	1	I(+6)	f#	bIV		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
175	4.0	81	81	0	0	4/4	3	1	biii64(+#6)	f#	bIV		biii64(+#6)	biii		64	+#6				m	1	0	-2, -3, -6	7	-3	-2
179	4.0	82	82	0	0	4/4	3	1	I(+6)	f#	bIV		I(+6)	I			+6				M	1	0	0, 4, 1	3	0	0
183	5.0	83	83	0	0	5/4	3	1	bVII(+6)	f#	bIV		bVII(+6)	bVII			+6				M	1	0	-2, 2, -1	1	-2	-2
188	6.0	85	85	0	0	2/4	3	1	bVII.V7(94)	f#	bVII		V7(94)	V		7	94				Mm7	1	0	1, 0, 2, -1	3	1	1
194	3.0	88	88	0	0	2/4	3	1	V(6)	f#	bVII		V(6)	V			6				M	1	0	1, 5, 4		1	1
197	1.0	89	89	1/4	1/4	2/4	3	1	V+(#7)	f#	bVII		V+(#7)	V	+		#7				+	1	0	1, 5, 9	6	1	1
198	0.5	90	90	0	0	3/4	3	1	iv.i7(#4)	f#	iv		i7(#4)	i		7	#4				mm7	1	1	0, -3, 6, -2		0	0
397/2	3.5	90	90	1/8	1/8	3/4	3	1	i7	f#	iv		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
202	0.6666666666666572	91	91	1/4	1/4	2/4	3	1	i7(#4)	f#	iv		i7(#4)	i		7	#4				mm7	1	1	0, -3, 6, -2		0	0
608/3	7.833333333333343	91	91	5/12	5/12	2/4	3	1	i7	f#	iv		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
421/2	1.0	94	94	1/8	1/8	4/4	3	1	III6(+b3)	f#	iv		III6(+b3)	III		6	+b3				M	1	1	1, -2, -3	-6	-3	1
423/2	3.0	94	94	3/8	3/8	4/4	3	1	III	f#	iv		III	III							M	1	1	-3, 1, -2		-3	-3
429/2	0.5	95	95	1/8	1/8	4/4	3	1	III6(+b3)	f#	iv		III6(+b3)	III		6	+b3				M	1	1	1, -2, -3	-6	-3	1
215	2.5	95	95	1/4	1/4	4/4	3	1	III	f#	iv		III	III							M	1	1	-3, 1, -2		-3	-3
435/2	0.5	95	95	7/8	7/8	4/4	3	1	III64	f#	iv		III64	III		64					M	1	1	-2, -3, 1		-3	-2
218	3.0	96	96	0	0	4/4	3	1	vo64	f#	iv		vo64	v	o	64					o	1	1	-5, 1, -2		1	-5
221	1.0	96	96	3/4	3/4	4/4	3	1	III64	f#	iv		III64	III		64					M	1	1	-2, -3, 1		-3	-2
222	1.0	97	97	0	0	3/4	3	1	i7	f#	iv		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
223	1.0	97	97	1/4	1/4	3/4	3	1	vo64	f#	iv		vo64	v	o	64					o	1	1	-5, 1, -2		1	-5
224	1.0	97	97	1/2	1/2	3/4	3	1	III	f#	iv		III	III							M	1	1	-3, 1, -2		-3	-3
225	1.0	98	98	0	0	3/4	3	1	III6(+b3)	f#	iv		III6(+b3)	III		6	+b3				M	1	1	1, -2, -3	-6	-3	1
226	1.0	98	98	1/4	1/4	3/4	3	1	v64	f#	iv		v64	v		64					m	1	1	2, 1, -2		1	2
227	1.0	98	98	1/2	1/2	3/4	3	1	vo64	f#	iv		vo64	v	o	64					o	1	1	-5, 1, -2		1	-5
228	7.5	99	99	0	0	3/4	3	1	i7	f#	iv		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
471/2	0.5	101	101	1/8	1/8	4/4	3	1	III6(+b3)	f#	iv		III6(+b3)	III		6	+b3				M	1	1	1, -2, -3	-6	-3	1
236	2.5	101	101	1/4	1/4	4/4	3	1	III	f#	iv		III	III							M	1	1	-3, 1, -2		-3	-3
477/2	0.5	102	102	3/8	7/8	4/4	3	1	III64	f#	iv		III64	III		64					M	1	1	-2, -3, 1		-3	-2
239	3.0	103	103	0	0	4/4	3	1	vo64	f#	iv		vo64	v	o	64					o	1	1	-5, 1, -2		1	-5
242	1.0	103	103	3/4	3/4	4/4	3	1	#iiio64	f#	iv		#iiio64	#iii	o	64					o	1	1	-2, 4, 1		4	-2
243	1.0	104	104	0	0	4/4	3	1	#vi7(9)	f#	iv		#vi7(9)	#vi		7	9				mm7	1	1	3, 0, 4, 1	-2	3	3
244	1.0	104	104	1/4	1/4	4/4	3	1	v6	f#	iv		v6	v		6					m	1	1	-2, 2, 1		1	-2
245	1.0	104	104	1/2	1/2	4/4	3	1	i7	f#	iv		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
246	1.0	105	105	0	1/4	4/4	3	1	III	f#	iv		III	III							M	1	1	-3, 1, -2		-3	-3
247	1.0	105	105	1/4	1/2	4/4	3	1	V6(+b3)	f#	iv		V6(+b3)	V		6	+b3				M	1	1	5, 2, 1	-2	1	5
248	1.0	105	105	1/2	3/4	4/4	3	1	v6	f#	iv		v6	v		6					m	1	1	-2, 2, 1		1	-2
249	6.5	106	106	0	0	4/4	3	1	#vi7(9)	f#	iv		#vi7(9)	#vi		7	9				mm7	1	1	3, 0, 4, 1	-2	3	3
511/2	6.5	107	107	7/8	7/8	4/4	3	1	bii.#viio6\\	f#	bii		#viio6	#vii	o	6				\\	o	1	1	2, -1, 5		5	2
262	2.5	110	110	0	0	4/4	3	1	i[i(9)	f#	bii	i	i(9)	i			9				m	1	1	0, -3, 1	2	0	0
529/2	1.0	110	110	5/8	5/8	4/4	3	1	i7(9)	f#	bii	i	i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
531/2	0.5	110	110	7/8	7/8	4/4	3	1	i(9+4)	f#	bii	i	i(9+4)	i			9+4				m	1	1	0, -3, 1	2, -1	0	0
266	2.5	111	111	0	0	4/4	3	1	i(9)	f#	bii	i	i(9)	i			9				m	1	1	0, -3, 1	2	0	0
537/2	1.0	111	111	5/8	5/8	4/4	3	1	i7(9)	f#	bii	i	i7(9)	i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0
539/2	0.5	111	111	7/8	7/8	4/4	3	1	i(9+4)	f#	bii	i	i(9+4)	i			9+4				m	1	1	0, -3, 1	2, -1	0	0
270	3.0	112	112	0	0	4/4	3	1	bVII.I65(+#4)]	f#	bVII	iii	I65(+#4)	I		65	+#4				Mm7	1	0	4, 1, -2, 0	6	0	4
273	1.0	112	112	3/4	3/4	4/4	3	1	VI2(+6)	f#	bVII		VI2(+6)	VI		2	+6				Mm7	1	0	1, 3, 7, 4	-1	3	1
274	3.0	113	113	0	0	4/4	3	1	I65(+#4)	f#	bVII		I65(+#4)	I		65	+#4				Mm7	1	0	4, 1, -2, 0	6	0	4
277	1.0	113	113	3/4	3/4	4/4	3	1	VI2(+6)	f#	bVII		VI2(+6)	VI		2	+6				Mm7	1	0	1, 3, 7, 4	-1	3	1
278	1.5	114	114	0	0	4/4	3	1	I65(+#4)	f#	bVII		I65(+#4)	I		65	+#4				Mm7	1	0	4, 1, -2, 0	6	0	4
559/2	1.5	114	114	3/8	3/8	4/4	3	1	I43(+#4)	f#	bVII		I43(+#4)	I		43	+#4				Mm7	1	0	1, -2, 0, 4	6	0	1
281	1.0	114	114	3/4	3/4	4/4	3	1	I65(+#4)	f#	bVII		I65(+#4)	I		65	+#4				Mm7	1	0	4, 1, -2, 0	6	0	4
282	1.0	115	115	0	0	4/4	3	1	I43(+#4)	f#	bVII		I43(+#4)	I		43	+#4				Mm7	1	0	1, -2, 0, 4	6	0	1
283	2.0	115	115	1/4	1/4	4/4	3	1	IM43(+#4)	f#	bVII		IM43(+#4)	I	M	43	+#4				MM7	1	0	1, 5, 0, 4	6	0	1
285	1.0	115	115	3/4	3/4	4/4	3	1	I2	f#	bVII		I2	I		2					Mm7	1	0	-2, 0, 4, 1		0	-2
286	1.0	116	116	0	0	3/4	3	1	I7(+#4)	f#	bVII		I7(+#4)	I		7	+#4				Mm7	1	0	0, 4, 1, -2	6	0	0
287	1.0	116	116	1/4	1/4	3/4	3	1	I65(+#4)	f#	bVII		I65(+#4)	I		65	+#4				Mm7	1	0	4, 1, -2, 0	6	0	4
288	0.5	116	116	1/2	1/2	3/4	3	1	I43(9)	f#	bVII		I43(9)	I		43	9				Mm7	1	0	1, -2, 0, 4	2	0	1
