mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	1/2	V2/IV		D	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0.0	-2.0
23	23	5/8	V+2		D	I		V+2	V	+	2				+7	0	0	-1, 1, 5, 9		1.0	-1.0
24	24	0	I		D	I		I	I						M	0	0	0, 4, 1		0.0	0.0
24	24	5/8	.biii64		D	I										0	0				
25	25	0	I		D	I		I	I						M	0	0	0, 4, 1		0.0	0.0
25	25	3/8	V7(b5)		D	I		V7(b5)	V		7	b5			Mm7	0	0	1, 5, -5, -1		1.0	1.0
25	25	1/2	V2/IV		D	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0.0	-2.0
25	25	5/8	V+2		D	I		V+2	V	+	2				+7	0	0	-1, 1, 5, 9		1.0	-1.0
26	26	0	I\\		D	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
26	26	3/8	I64		D	I		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
27	27	0	I		D	I		I	I						M	0	0	0, 4, 1		0.0	0.0
27	27	3/8	I64		D	I		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
28	28	0	I[I		D	I	I	I	I						M	0	0	0, 4, 1		0.0	0.0
30	30	0	I(+b6)		D	I	I	I(+b6)	I			+b6			M	0	0	0, 4, 1	-4	0.0	0.0
31	31	0	I		D	I	I	I	I						M	0	0	0, 4, 1		0.0	0.0
31	31	1/8	IM7		D	I	I	IM7	I	M	7				MM7	0	0	0, 4, 1, 5		0.0	0.0
31	31	1/4	#I64		D	I	I	#I64	#I		64				M	0	0	8, 7, 11		7.0	8.0
31	31	7/8	ii64		D	I	I	ii64	ii		64				m	0	0	3, 2, -1		2.0	3.0
32	32	0	I		D	I	I	I	I						M	0	0	0, 4, 1		0.0	0.0
32	32	1/8	IM7		D	I	I	IM7	I	M	7				MM7	0	0	0, 4, 1, 5		0.0	0.0
32	32	1/4	#I64		D	I	I	#I64	#I		64				M	0	0	8, 7, 11		7.0	8.0
32	32	7/8	ii64		D	I	I	ii64	ii		64				m	0	0	3, 2, -1		2.0	3.0
33	33	0	I(+b6)		D	I	I	I(+b6)	I			+b6			M	0	0	0, 4, 1	-4	0.0	0.0
